"CWNS_ID","FACILITY_ID","STATE_CODE","CONGRESSIONAL_DISTRICT_ID","CD_PRIMARY_FLAG"
"49000043001",1170398,UT,"4904",Y
"40000172002",1172560,OK,"4001",Y
"06008021001",1175975,CA,"0635",Y
"06009004001",1176034,CA,"0648",Y
"56000031712",3526817,WY,"5600",Y
"08201200024",3527336,CO,"0804",Y
"51000010037",3540880,VA,"5109",Y
"33000211002",3541737,NH,"3302",Y
"21000075001",1139540,KY,"2102",Y
"21000233001",1139662,KY,"2101",Y
"21000304001",1139718,KY,"2105",Y
"08209000029",3500180,CO,"0807",Y
"12000700042",3500432,FL,"1221",Y
"12000701046",3501091,FL,"1201",Y
"29002831002",3502201,MO,"2904",Y
"53200802035",3506600,WA,"5309",Y
"17000721008",1114000,IL,"1711",Y
"19000259001",1123676,IA,"1903",Y
"19000886001",1124226,IA,"1902",Y
"36008247001",1221324,NY,"3624",Y
"36009114001",1221464,NY,"3626",Y
"17000632001",1232725,IL,"1711",Y
"47000025001",1235028,TN,"4706",Y
"06022047001",427722,CA,"0608",Y
"55003850002",429138,WI,"5506",Y
"20002004045",447787,KS,"2002",Y
"20002004089",448682,KS,"2001",Y
"20002004093",448726,KS,"2001",Y
"08000047001",1066851,CO,"0802",Y
"08000329001",1067117,CO,"0804",Y
"33000325001",3542070,NH,"3302",Y
"33000308001",3542294,NH,"3302",Y
"21000284001",372475,KY,"2105",Y
"34009501011",442540,NJ,"3405",Y
"53001485001",1180963,WA,"5304",Y
"48004044001",1183363,TX,"4830",Y
"23000094001",1142533,ME,"2302",Y
"31000265001",1145801,NE,"3103",Y
"31000490001",1145835,NE,"3103",Y
"31001891001",1146012,NE,"3103",Y
"27000034001",1147927,MN,"2705",Y
"27001112001",1148196,MN,"2707",Y
"27005315001",1148336,MN,"2707",Y
"27007013001",1148386,MN,"2707",Y
"38000157001",1151402,ND,"3800",Y
"41000043001",1164305,OR,"4104",Y
"41000177001",1164412,OR,"4102",Y
"54005012001",1239031,WV,"5401",Y
"12000017014",1239572,FL,"1227",Y
"34001043021",2967384,NJ,"3411",Y
"12000116008",3013782,FL,"1208",Y
"51000004004",3068730,VA,"5109",Y
"12000080001",1078211,FL,"1222",Y
"12000095001",1078228,FL,"1208",Y
"39000072002",1080498,OH,"3902",Y
"39000260001",1080677,OH,"3914",Y
"39000329001",1080739,OH,"3912",Y
"04001302001",1069436,AZ,"0409",Y
"09000080001",1071777,CT,"0903",Y
"42001084001",1195583,PA,"4216",Y
"08000500049",1067186,CO,"0807",Y
"55000034001",1206028,WI,"5507",Y
"55000600001",1206090,WI,"5503",Y
"55003510001",1206506,WI,"5508",Y
"55004720002",1206652,WI,"5502",Y
"48007826003",1184289,TX,"4802",Y
"48008028001",1184372,TX,"4835",Y
"51000269001",1192897,VA,"5109",Y
"56000101001",1194857,WY,"5600",Y
"34012119801",3541637,NJ,"3407",Y
"33000282001",3541670,NH,"3301",Y
"51000010125",3542056,VA,"5102",Y
"26002003003",2833362,MI,"2604",Y
"26002050001",1088738,MI,"2605",Y
"54002202001",1094945,WV,"5401",Y
"54003909001",1095158,WV,"5402",Y
"54004702001",1095258,WV,"5402",Y
"01000140001",1101974,AL,"0101",Y
"01000300001",1102125,AL,"0104",Y
"05000307002",1105134,AR,"0501",Y
"05000630001",1105432,AR,"0504",Y
"26000569001",1088601,MI,"2611",Y
"26002132001",1088791,MI,"2604",Y
"54003045001",1095081,WV,"5402",Y
"01000065001",1101897,AL,"0104",Y
"53200802032",3506520,WA,"5302",Y
"50000074001",1094125,VT,"5000",Y
"54001707001",1094844,WV,"5402",Y
"54002810001",1095039,WV,"5402",Y
"54004804001",1095267,WV,"5402",Y
"01000045001",1101874,AL,"0105",Y
"01000254001",1102083,AL,"0107",Y
"13000690001",1109511,GA,"1309",Y
"17000648001",1113918,IL,"1708",Y
"17001502001",1114096,IL,"1715",Y
"04001506003",401134,AZ,"0409",Y
"18000004026",413141,IN,"1806",Y
"34070901111",442347,NJ,"3408",Y
"34005901011",442640,NJ,"3402",Y
"48006049001",1183712,TX,"4817",Y
"51070000008",3513919,VA,"5109",Y
"29003039001",1133895,MO,"2907",Y
"21000377001",1139767,KY,"2104",Y
"66000001001",1143949,GU,"6698",Y
"31000235001",1145797,NE,"3101",Y
"31000665001",1145853,NE,"3103",Y
"31001155001",1145914,NE,"3103",Y
"27000090001",1147971,MN,"2703",Y
"27005802001",1148360,MN,"2707",Y
"27009222001",1148469,MN,"2707",Y
"38000326001",1151562,ND,"3800",Y
"49677000033",3519618,UT,"4904",Y
"17002064001",3520158,IL,"1712",Y
"20000449007",3522216,KS,"2003",Y
"01000061001",1101894,AL,"0102",Y
"01000233001",1102064,AL,"0102",Y
"02000106003",1104790,AK,"0200",Y
"17009931001",1114458,IL,"1714",Y
"55002410001",1206318,WI,"5505",Y
"55002515001",1206342,WI,"5502",Y
"55003620001",1206518,WI,"5506",Y
"55005400001",1206742,WI,"5503",Y
"55009815001",1206968,WI,"5501",Y
"24000074001",1214387,MD,"2406",Y
"36006091001",1221002,NY,"3622",Y
"36009109001",1221458,NY,"3624",Y
"51000126001",1192705,VA,"5109",Y
"56000077001",1194832,WY,"5600",Y
"42000059001",1195396,PA,"4204",Y
"34001385011",442758,NJ,"3411",Y
"48001417002",459628,TX,"4827",Y
"12000102012",476512,FL,"1204",Y
"22000305001",1168190,LA,"2205",Y
"22001435001",1168281,LA,"2202",Y
"22003192001",1168446,LA,"2204",Y
"06008020003",3518636,CA,"0641",Y
"08201200067",3530236,CO,"0804",Y
"38000188002",3530517,ND,"3800",Y
"06004012500",3531736,CA,"0628",Y
"26007003003",3539037,MI,"2602",Y
"51000010002",3539359,VA,"5106",Y
"51000010026",3540839,VA,"5105",Y
"17000112002",1113395,IL,"1713",Y
"17006511001",1114284,IL,"1712",Y
"18000106001",1120118,IN,"1801",Y
"19000534001",1123922,IA,"1902",Y
"19000658001",1124030,IA,"1901",Y
"17000069001",1113357,IL,"1702",Y
"36007177001",2814323,NY,"3624",Y
"48007039067",2883822,TX,"4829",Y
"18006019001",2924743,IN,"1803",Y
"34001413001",1073468,NJ,"3407",Y
"34002076001",1073519,NJ,"3406",Y
"34003514001",1073678,NJ,"3404",Y
"02000111001",1104794,AK,"0200",Y
"41000000026",3607334,OR,"4102",Y
"31000000014",3607338,NE,"3103",Y
"31000000015",3607339,NE,"3103",Y
"36000000219",3605546,NY,"3619",Y
"18000000009",3606603,IN,"1809",Y
"18000000013",3606607,IN,"1802",Y
"22003030002",3606634,LA,"2202",Y
"45000000072",3606639,SC,"4503",Y
"18000000017",3606611,IN,"1808",Y
"01000000082",3606641,AL,"0102",Y
"22000000062",3606656,LA,"2201",Y
"36000000258",3606792,NY,"3624",Y
"35000000046",3607330,NM,"3502",Y
"31000000012",3607336,NE,"3103",Y
"31000000013",3607337,NE,"3103",Y
"31000000016",3607340,NE,"3103",Y
"31000000017",3607342,NE,"3103",Y
"31000000019",3607345,NE,"3101",Y
"31000000020",3607346,NE,"3103",Y
"06000000076",3607353,CA,"0610",Y
"17000629001",1113903,IL,"1715",Y
"36007099001",1232156,NY,"3619",Y
"31000000022",3607357,NE,"3101",Y
"08000000028",3607358,CO,"0802",Y
"36003075002",3606108,NY,"3617",Y
"17000000003",3606644,IL,"1710",Y
"17000000004",3606646,IL,"1702",
"17000000004",3606646,IL,"1707",Y
"17000000004",3606646,IL,"1704",
"17000000004",3606646,IL,"1709",
"22000000058",3606649,LA,"2203",Y
"22000000059",3606650,LA,"2202",Y
"22000000060",3606651,LA,"2202",Y
"12000000003",3606655,FL,"1226",Y
"01000000083",3606660,AL,"0101",Y
"22000000065",3606663,LA,"2205",Y
"22000000066",3606664,LA,"2205",Y
"17000000005",3606667,IL,"1715",Y
"17000000007",3606670,IL,"1704",Y
"01000034001",1101862,AL,"0106",Y
"22000000105",3606843,LA,"2201",Y
"13000000114",3607027,GA,"1310",Y
"13000000131",3607044,GA,"1314",Y
"13000000137",3607050,GA,"1308",Y
"31000915001",1145882,NE,"3103",Y
"13000000158",3607089,GA,"1308",Y
"13000000159",3607090,GA,"1302",Y
"13000000188",3607119,GA,"1302",Y
"13000000215",3607146,GA,"1312",Y
"31001425001",1145948,NE,"3101",Y
"02000108002",1216378,AK,"0200",Y
"17005501001",1114230,IL,"1712",Y
"13000000368",3607378,GA,"1306",Y
"06000000077",3607381,CA,"0626",Y
"34000000024",3605957,NJ,"3401",Y
"22000000055",3606645,LA,"2206",Y
"01000000087",3606731,AL,"0102",Y
"32000000008",3606732,NV,"3202",Y
"32000000014",3606738,NV,"3202",Y
"69000000012",3606739,MP,"6998",Y
"12000000004",3606740,FL,"1201",Y
"22000000071",3606744,LA,"2206",Y
"17000085001",1113372,IL,"1717",Y
"36000000253",3606755,NY,"3621",Y
"22000000075",3606757,LA,"2205",Y
"22000000077",3606759,LA,"2204",Y
"22000000078",3606760,LA,"2205",Y
"17000000008",3606761,IL,"1706",Y
"41000000012",3606762,OR,"4105",Y
"36000000254",3606766,NY,"3619",Y
"36000000256",3606768,NY,"3620",Y
"31000000001",3606769,NE,"3102",Y
"31001354001",1230218,NE,"3103",Y
"22000000081",3606803,LA,"2202",Y
"17000133001",1113406,IL,"1705",Y
"36000000296",3606893,NY,"3618",Y
"31000206001",1145784,NE,"3103",Y
"13000000262",3607193,GA,"1302",Y
"13000000295",3607226,GA,"1308",Y
"13000000311",3607242,GA,"1312",Y
"36000000342",3607322,NY,"3619",Y
"31000000011",3607335,NE,"3103",Y
"17007203001",1114308,IL,"1712",Y
"01000243001",1102073,AL,"0106",Y
"06000000078",3607384,CA,"0643",Y
"31000620001",1145847,NE,"3103",Y
"17000665001",1113933,IL,"1709",Y
"31001370002",1145943,NE,"3103",Y
"31000047001",1145756,NE,"3103",Y
"29001174001",1133498,MO,"2902",Y
"24070300002",3606526,MD,"2401",Y
"22000000067",3606665,LA,"2205",Y
"22000000068",3606671,LA,"2205",Y
"01000000085",3606672,AL,"0106",Y
"22000950005",3606679,LA,"2203",Y
"01000262001",1102092,AL,"0101",Y
"31002220001",1146044,NE,"3103",Y
"36000000257",3606777,NY,"3607",Y
"17000000009",3606778,IL,"1712",Y
"16000002001",1128547,ID,"1601",Y
"17000000010",3606786,IL,"1710",Y
"36000000261",3606796,NY,"3623",Y
"01000000093",3606798,AL,"0105",Y
"31000000004",3606800,NE,"3101",Y
"36000000263",3606802,NY,"3620",Y
"22000000082",3606804,LA,"2202",Y
"01000000094",3606806,AL,"0101",Y
"36000000265",3606808,NY,"3618",Y
"13000000287",3607218,GA,"1308",Y
"13000000312",3607243,GA,"1302",Y
"13000000323",3607254,GA,"1310",Y
"13000000332",3607263,GA,"1312",Y
"13000000333",3607264,GA,"1312",Y
"13000000338",3607269,GA,"1312",Y
"13000000350",3607281,GA,"1312",Y
"13000000360",3607291,GA,"1311",Y
"31001180001",1230213,NE,"3103",Y
"29001038001",1133319,MO,"2908",Y
"29002498004",1133876,MO,"2904",Y
"29000000030",3607386,MO,"2903",Y
"31002205001",1230255,NE,"3101",Y
"17000000019",3607387,IL,"1711",Y
"31002565001",1146076,NE,"3103",Y
"29000000034",3607391,MO,"2903",Y
"02000102003",1104786,AK,"0200",Y
"17000539001",1232720,IL,"1710",Y
"13000000370",3607393,GA,"1310",Y
"29002466001",1133854,MO,"2904",Y
"24070033002",3606134,MD,"2405",Y
"31000000003",3606776,NE,"3103",Y
"36000000266",3606809,NY,"3622",Y
"36000000267",3606810,NY,"3619",Y
"36000000268",3606812,NY,"3619",Y
"36000000269",3606814,NY,"3620",Y
"36000000270",3606815,NY,"3623",Y
"36000000271",3606816,NY,"3624",Y
"12000000006",3606817,FL,"1224",Y
"36000000272",3606819,NY,"3621",Y
"01000000095",3606820,AL,"0103",Y
"22000000084",3606822,LA,"2202",Y
"22000000085",3606823,LA,"2203",Y
"22000000087",3606825,LA,"2201",Y
"22000000088",3606826,LA,"2201",Y
"22000000090",3606828,LA,"2201",Y
"22000000094",3606832,LA,"2203",Y
"22000000099",3606837,LA,"2201",Y
"22000000101",3606839,LA,"2201",Y
"22000000106",3606844,LA,"2203",Y
"22000000110",3606848,LA,"2203",Y
"22000000113",3606851,LA,"2203",Y
"22000000116",3606854,LA,"2203",Y
"41000000017",3606857,OR,"4103",Y
"36000000274",3606858,NY,"3618",Y
"36000000275",3606859,NY,"3619",Y
"31000000002",3606775,NE,"3103",Y
"29004120001",1134130,MO,"2908",Y
"17000000023",3607397,IL,"1716",Y
"22000000086",3606824,LA,"2206",Y
"41000000027",3607399,OR,"4106",Y
"36006048001",1220971,NY,"3621",Y
"36008076001",1221270,NY,"3624",Y
"19000539001",1123926,IA,"1901",Y
"36007136005",1221118,NY,"3622",Y
"01000075001",1101907,AL,"0105",Y
"38000000003",3607420,ND,"3800",Y
"09000320002",3605440,CT,"0902",Y
"09000450002",3605441,CT,"0902",Y
"09000840006",3605443,CT,"0903",Y
"36000000276",3606860,NY,"3619",Y
"06000000066",3606862,CA,"0613",Y
"17000000012",3606863,IL,"1712",Y
"41000000018",3606864,OR,"4102",Y
"31000000005",3606865,NE,"3103",Y
"22000000091",3606829,LA,"2203",Y
"22000000093",3606831,LA,"2203",Y
"01000000096",3606866,AL,"0103",Y
"41000000019",3606867,OR,"4106",Y
"22000000098",3606836,LA,"2203",Y
"36000000279",3606870,NY,"3620",Y
"22000000102",3606840,LA,"2203",Y
"36000000280",3606871,NY,"3621",Y
"36008049001",1232167,NY,"3624",Y
"31000209001",1230174,NE,"3103",Y
"31000300001",1230177,NE,"3103",Y
"41000000020",3606880,OR,"4102",Y
"41000037001",1164300,OR,"4106",Y
"01000000097",3606882,AL,"0101",Y
"31000000006",3606883,NE,"3103",Y
"36000000289",3606884,NY,"3622",Y
"31000049001",1145757,NE,"3103",Y
"31000000007",3606885,NE,"3103",Y
"30000000003",3606629,MT,"3001",Y
"31001020001",1145898,NE,"3101",Y
"13000000258",3607189,GA,"1309",Y
"13000000371",3607422,GA,"1304",
"13000000371",3607422,GA,"1307",Y
"29001009001",1133239,MO,"2903",Y
"17005310001",1232744,IL,"1715",Y
"13000000372",3607426,GA,"1310",Y
"13000000373",3607427,GA,"1303",Y
"29000000059",3607430,MO,"2908",Y
"29000000069",3607442,MO,"2906",Y
"29000000070",3607443,MO,"2906",Y
"13000000374",3607444,GA,"1314",Y
"09000780003",3605990,CT,"0902",Y
"09001480002",3605992,CT,"0903",Y
"09000790002",3606156,CT,"0902",Y
"22000000089",3606827,LA,"2206",Y
"22000000096",3606834,LA,"2203",Y
"22000000107",3606845,LA,"2201",Y
"22000000109",3606847,LA,"2203",Y
"22000000115",3606853,LA,"2201",Y
"31002000001",1146022,NE,"3103",Y
"01000000098",3606886,AL,"0101",Y
"22000000108",3606846,LA,"2201",Y
"36000000290",3606887,NY,"3617",Y
"22000000111",3606849,LA,"2203",Y
"22000000114",3606852,LA,"2201",Y
"22000000117",3606855,LA,"2203",Y
"36000000291",3606888,NY,"3617",Y
"36000000292",3606889,NY,"3623",Y
"36000000294",3606891,NY,"3623",Y
"36000000297",3606894,NY,"3621",Y
"36000000298",3606895,NY,"3624",Y
"36000000299",3606896,NY,"3618",Y
"31002180001",1146039,NE,"3103",Y
"36005029001",1220843,NY,"3621",Y
"31000437001",1230179,NE,"3103",Y
"31000460001",1230184,NE,"3103",Y
"22000000097",3606835,LA,"2203",Y
"31000815001",1145868,NE,"3103",Y
"13000000133",3607046,GA,"1302",Y
"31001463001",1145956,NE,"3103",Y
"13000000327",3607258,GA,"1305",Y
"13000000337",3607268,GA,"1312",Y
"13000000345",3607276,GA,"1312",Y
"31001065001",1145904,NE,"3103",Y
"31001210001",1145922,NE,"3103",Y
"31000000018",3607344,NE,"3103",Y
"31000000021",3607347,NE,"3103",Y
"37000000004",3607445,NC,"3713",Y
"13000000375",3607446,GA,"1314",Y
"54000000021",3607447,WV,"5402",Y
"13000000376",3607449,GA,"1302",Y
"37009202001",1153762,NC,"3713",Y
"13000000377",3607450,GA,"1308",Y
"13000000377",3607450,GA,"1301",
"02000123001",1104804,AK,"0200",Y
"13000000378",3607451,GA,"1302",Y
"34001277002",3604894,NJ,"3405",Y
"38000000001",3606600,ND,"3800",Y
"36000000262",3606801,NY,"3620",Y
"36000000264",3606807,NY,"3619",Y
"31000485001",1145834,NE,"3103",Y
"36000000300",3606897,NY,"3620",Y
"41000000022",3606898,OR,"4101",Y
"36000000301",3606899,NY,"3604",Y
"36000000303",3606901,NY,"3624",Y
"36000000305",3606903,NY,"3603",Y
"36000000307",3606905,NY,"3603",Y
"31002260001",1146047,NE,"3103",Y
"41000000023",3606907,OR,"4105",Y
"36000000308",3606908,NY,"3620",Y
"06000000068",3606909,CA,"0614",Y
"36003176001",1220661,NY,"3617",Y
"41000000024",3606911,OR,"4105",Y
"36000000309",3606912,NY,"3619",Y
"31000520001",1145838,NE,"3103",Y
"31000600001",1230190,NE,"3103",Y
"31000610001",1230191,NE,"3103",Y
"31000615001",1230192,NE,"3101",Y
"01000135001",1101968,AL,"0104",Y
"01000367001",1102176,AL,"0103",Y
"22000000083",3606811,LA,"2201",Y
"22000000092",3606830,LA,"2203",Y
"02000123002",3607452,AK,"0200",Y
"17000000024",3607455,IL,"1716",Y
"13000000379",3607456,GA,"1312",Y
"13000000380",3607457,GA,"1302",Y
"13000000380",3607457,GA,"1308",
"13000000380",3607457,GA,"1310",
"13000000381",3607458,GA,"1308",
"13000000381",3607458,GA,"1312",Y
"13000000382",3607459,GA,"1303",Y
"36005053001",1220865,NY,"3621",Y
"29003510001",1133977,MO,"2906",Y
"13000000383",3607460,GA,"1305",Y
"13000000384",3607461,GA,"1313",Y
"13000000385",3607462,GA,"1305",Y
"29000000073",3607464,MO,"2902",Y
"13000000386",3607465,GA,"1306",Y
"13000000386",3607465,GA,"1313",
"29004028001",1134052,MO,"2904",Y
"13000000387",3607466,GA,"1309",Y
"13000000387",3607466,GA,"1310",
"02000117004",3607469,AK,"0200",Y
"36007056001",1221084,NY,"3624",Y
"41000000016",3606813,OR,"4105",Y
"06000000065",3606861,CA,"0613",Y
"36006054001",1220976,NY,"3621",Y
"22000000112",3606850,LA,"2201",Y
"13000000047",3606926,GA,"1305",Y
"31000951001",1145886,NE,"3101",Y
"36000000329",3606941,NY,"3620",Y
"36000000333",3606946,NY,"3621",Y
"36000000334",3606948,NY,"3624",Y
"13000000048",3606949,GA,"1303",Y
"17000000013",3606951,IL,"1709",Y
"13000000053",3606955,GA,"1309",Y
"13000000058",3606960,GA,"1308",Y
"13000000061",3606963,GA,"1308",Y
"13000000063",3606965,GA,"1308",Y
"13000000067",3606969,GA,"1308",Y
"13000000073",3606975,GA,"1309",Y
"13000000078",3606980,GA,"1308",Y
"01000000089",3606772,AL,"0101",Y
"17000000020",3607392,IL,"1714",Y
"17005104001",1114201,IL,"1717",Y
"40000197001",1172581,OK,"4003",Y
"29002461001",1233259,MO,"2904",Y
"31000000023",3607471,NE,"3101",Y
"31002585001",1230271,NE,"3101",Y
"17000000025",3607472,IL,"1714",Y
"06000000080",3607474,CA,"0617",Y
"29000000077",3607475,MO,"2906",Y
"29003004001",1133890,MO,"2906",Y
"02000115001",1104796,AK,"0200",Y
"38000000004",3607476,ND,"3800",Y
"29002480001",1133862,MO,"2904",Y
"29000000087",3607486,MO,"2907",Y
"29001181000",1133504,MO,"2902",Y
"29000000088",3607487,MO,"2903",Y
"24070063002",3605646,MD,"2405",Y
"36000000304",3606902,NY,"3616",Y
"13000000083",3606985,GA,"1308",Y
"13000000085",3606987,GA,"1308",Y
"13000000086",3606988,GA,"1312",Y
"13000000087",3606989,GA,"1312",Y
"13000000090",3606992,GA,"1309",Y
"13000000091",3606993,GA,"1303",Y
"13000000092",3606994,GA,"1309",Y
"13000000093",3606995,GA,"1302",Y
"13000000096",3606998,GA,"1312",Y
"31000000008",3606999,NE,"3103",Y
"13000000097",3607000,GA,"1306",Y
"36003020002",1220355,NY,"3618",Y
"01000000101",3607005,AL,"0107",Y
"36007195001",1221175,NY,"3624",Y
"01000384001",1102192,AL,"0105",Y
"31001352001",1145938,NE,"3103",Y
"13000000099",3607012,GA,"1301",Y
"13000000106",3607019,GA,"1312",Y
"13000000107",3607020,GA,"1302",Y
"13000000111",3607024,GA,"1308",Y
"13000000113",3607026,GA,"1312",Y
"13000000118",3607031,GA,"1312",Y
"41000000010",3606753,OR,"4104",Y
"01000000092",3606797,AL,"0102",Y
"22000000095",3606833,LA,"2203",Y
"41000000021",3606881,OR,"4101",Y
"36000000316",3606927,NY,"3623",Y
"30000000005",3606940,MT,"3001",Y
"19000000018",3606942,IA,"1904",Y
"19000000018",3606942,IA,"1901",
"19000000018",3606942,IA,"1905",
"19000000018",3606942,IA,"1902",
"01000149001",1101984,AL,"0102",Y
"13000000052",3606954,GA,"1308",Y
"36009119001",1221474,NY,"3624",Y
"31001975001",1146019,NE,"3101",Y
"22000000104",3606842,LA,"2201",Y
"54001902001",1094881,WV,"5402",Y
"22000000119",3607493,LA,"2203",Y
"22000000120",3607497,LA,"2204",Y
"54003206001",1095097,WV,"5402",Y
"29002495001",1133870,MO,"2904",Y
"41000000008",3606652,OR,"4105",Y
"31002038002",3606637,NE,"3103",Y
"22000000080",3606785,LA,"2201",Y
"17000000011",3606787,IL,"1712",Y
"13000000123",3607036,GA,"1314",Y
"13000000124",3607037,GA,"1309",Y
"13000000125",3607038,GA,"1308",Y
"13000000127",3607040,GA,"1309",Y
"31000651001",1230194,NE,"3103",Y
"31001894001",1230241,NE,"3103",Y
"13000000135",3607048,GA,"1312",Y
"13000000139",3607052,GA,"1302",Y
"13000000145",3607058,GA,"1302",Y
"13000000146",3607059,GA,"1302",Y
"31000900001",1145876,NE,"3103",Y
"13000000150",3607063,GA,"1314",Y
"31002420001",1146060,NE,"3103",Y
"13000000152",3607065,GA,"1305",Y
"31002450001",1146064,NE,"3103",Y
"31000079001",1145762,NE,"3103",Y
"02000299002",3607070,AK,"0200",Y
"31002575001",1146077,NE,"3103",Y
"36000000251",3606750,NY,"3624",Y
"31000705001",1145857,NE,"3101",Y
"17007704001",1114368,IL,"1712",Y
"41000000029",3607498,OR,"4101",Y
"41000000030",3607499,OR,"4105",Y
"06004009001",1175477,CA,"0644",Y
"29002320001",1233250,MO,"2908",Y
"01000017001",1101846,AL,"0101",Y
"29004159001",1134169,MO,"2908",Y
"29004009001",1233289,MO,"2904",Y
"29004159002",1134170,MO,"2908",Y
"31001755001",1145992,NE,"3101",Y
"17000000026",3607503,IL,"1708",Y
"17000000027",3607504,IL,"1717",Y
"22000000121",3607506,LA,"2202",Y
"01000129001",1101962,AL,"0105",Y
"22000000122",3607507,LA,"2206",Y
"22000000123",3607509,LA,"2205",Y
"09001010002",3604954,CT,"0903",Y
"50000200104",3605117,VT,"5000",Y
"24070065004",3605122,MD,"2401",Y
"36000000278",3606869,NY,"3623",Y
"22000000100",3606838,LA,"2202",Y
"22000000103",3606841,LA,"2203",Y
"22000000118",3606856,LA,"2201",Y
"12000000012",3606918,FL,"1228",Y
"20001900001",1230954,KS,"2004",Y
"36000000320",3606931,NY,"3624",Y
"01000146001",1101982,AL,"0101",Y
"31002630001",1146082,NE,"3103",Y
"06000000073",3607081,CA,"0649",Y
"31000935001",1145884,NE,"3103",Y
"31001025001",1145899,NE,"3103",Y
"31001055001",1230208,NE,"3103",Y
"31003011001",1146095,NE,"3102",Y
"06000000075",3607083,CA,"0649",Y
"13000000155",3607086,GA,"1308",Y
"13000000157",3607088,GA,"1309",Y
"13000000160",3607091,GA,"1303",Y
"13000000161",3607092,GA,"1303",Y
"13000000164",3607095,GA,"1308",Y
"13000000171",3607102,GA,"1308",Y
"13000000173",3607104,GA,"1308",Y
"13000000177",3607108,GA,"1302",Y
"13000000183",3607114,GA,"1312",Y
"02000117003",3607468,AK,"0200",Y
"22000000124",3607510,LA,"2204",Y
"22000000125",3607511,LA,"2204",Y
"22000000126",3607512,LA,"2204",Y
"22000000127",3607513,LA,"2204",Y
"22000000128",3607514,LA,"2203",Y
"22000000129",3607515,LA,"2205",Y
"22000000130",3607516,LA,"2203",Y
"45000000073",3607517,SC,"4507",Y
"45000000074",3607518,SC,"4503",Y
"19000614002",1123992,IA,"1901",Y
"29001058002",1133339,MO,"2906",Y
"29002443001",1233257,MO,"2906",Y
"12000000019",3607522,FL,"1227",Y
"12000000023",3607526,FL,"1227",Y
"12000000024",3607527,FL,"1227",Y
"13000000389",3607529,GA,"1305",Y
"29003005001",1133891,MO,"2906",Y
"01000000107",3607535,AL,"0101",Y
"29000000107",3607536,MO,"2906",Y
"16000000052",3607538,ID,"1601",Y
"22000000131",3607540,LA,"2205",Y
"16000025001",1128572,ID,"1602",Y
"09000410002",3604609,CT,"0902",Y
"21000221003",3602513,KY,"2105",Y
"51000225001",1192848,VA,"5107",Y
"51001400025",1193043,VA,"5105",Y
"42004072001",1196288,PA,"4215",Y
"55000170001",1206049,WI,"5508",Y
"34004002001",3517758,NJ,"3402",Y
"26007003052",3539437,MI,"2601",Y
"31001631003",3540076,NE,"3103",Y
"51000010045",3541170,VA,"5104",Y
"51000010048",3541173,VA,"5109",Y
"33000213002",3541738,NH,"3302",Y
"33000297001",3541758,NH,"3302",Y
"51000010208",3541863,VA,"5105",Y
"51000010120",3542048,VA,"5109",Y
"30300306001",3542143,MT,"3002",Y
"24063111111",3542217,MD,"2401",Y
"19000581101",1123963,IA,"1901",Y
"29000852003",1133220,MO,"2907",Y
"29002373001",1133811,MO,"2908",Y
"29002498003",1133875,MO,"2904",Y
"53200802111",3520736,WA,"5306",Y
"17000703002",3521616,IL,"1710",Y
"33000241003",3522135,NH,"3301",Y
"26007003046",3539187,MI,"2605",Y
"26007003064",3539449,MI,"2601",Y
"26007003071",3539460,MI,"2609",Y
"51000010034",3540877,VA,"5104",Y
"16000055001",1128604,ID,"1601",Y
"21000013001",1139477,KY,"2102",Y
"21000024002",1139488,KY,"2101",Y
"31002460001",1146065,NE,"3103",Y
"27000070001",1147954,MN,"2704",Y
"27000188001",1148051,MN,"2707",Y
"27005213001",1148332,MN,"2707",Y
"20001603001",1230950,KS,"2004",Y
"21000059001",1235484,KY,"2101",Y
"21000185001",1235495,KY,"2104",Y
"12000108001",2857625,FL,"1202",Y
"69000001040",3603473,MP,"6998",Y
"53002440003",3603477,WA,"5308",Y
"29003010001",1133894,MO,"2908",Y
"29003079001",1133909,MO,"2906",Y
"29003352001",1133947,MO,"2906",Y
"21000202001",1139633,KY,"2105",Y
"21000308001",1139721,KY,"2106",Y
"31000505001",1145837,NE,"3101",Y
"31002380001",1146057,NE,"3103",Y
"31002635001",1146083,NE,"3103",Y
"27000164001",1148029,MN,"2708",Y
"27005504001",1148345,MN,"2701",Y
"27009404001",1148482,MN,"2701",Y
"38000040001",1151293,ND,"3800",Y
"19000831001",1124177,IA,"1902",Y
"34004501021",3155209,NJ,"3402",Y
"36003135001",1220579,NY,"3618",Y
"36005048001",1220862,NY,"3621",Y
"36006117001",1221026,NY,"3621",Y
"36009043001",1221362,NY,"3623",Y
"36009071001",1221389,NY,"3626",Y
"55004110001",1229226,WI,"5502",Y
"31001707001",1230236,NE,"3101",Y
"16000110001",1128650,ID,"1602",Y
"29001138001",1133420,MO,"2906",Y
"29001139001",1133421,MO,"2906",Y
"29002151001",1133708,MO,"2904",Y
"29002441001",1133843,MO,"2906",Y
"29002495002",1133871,MO,"2904",Y
"29003243001",1133940,MO,"2906",Y
"21000307001",1139720,KY,"2105",Y
"55009875001",1206983,WI,"5505",Y
"22003066001",1237421,LA,"2205",Y
"12000273001",2812460,FL,"1202",Y
"21000611001",3542997,KY,"2105",Y
"41000051002",3543237,OR,"4104",Y
"27044000149",416868,MN,"2708",Y
"18000008052",418908,IN,"1803",Y
