"FACILITY_DOCUMENT_ID","DOCUMENT_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_TYPE_ID","DOCUMENT_TYPE","PUBLISHED_DATE","BASE_MONTH_COST_INFO","CERT_FLAG","SELF_CERT_FLAG","AGE_CERT"
23932,13629,"50000000056",3609739,VT,"3",CWSRF Loan Pre-applications/Final Applications,2023-02-27,2023-02-01,,,
20898,12053,"33000057001",1100948,NH,"74",Asset Management Plan with Costs,2023-02-21,2023-02-01,,,
21032,12121,"21000024001",1139487,KY,"96",Excel Spreadsheet Annotations,2023-02-23,2011-01-01,,,
21336,12144,"36005174001",1232138,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21281,12144,"36005165002",3515556,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21327,12144,"36005051001",1232133,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
22199,12144,"36005056001",1220867,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
22361,12144,"36005018002",3600477,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21279,12144,"36005160002",388734,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
22195,12144,"36005045001",1220859,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
22218,12144,"36005052003",3095161,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21082,12144,"36000000571",3612067,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21182,12144,"36000000583",3612079,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21270,12144,"36000000603",3612099,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21091,12144,"36000000570",3612066,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21086,12144,"36000000573",3612069,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21093,12144,"36000000577",3612073,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21249,12144,"36000000591",3612087,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21262,12144,"36000000598",3612094,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21325,12144,"36000000602",3612098,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21274,12144,"36000000616",3612113,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21187,12144,"36000000585",3612081,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21338,12144,"36000000589",3612085,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21098,12144,"36000000580",3612076,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21283,12144,"36000000606",3612103,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21318,12144,"36000000614",3612111,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21344,12144,"36000000620",3612140,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21095,12144,"36000000578",3612074,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21296,12144,"36000000579",3612075,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21331,12144,"36000000588",3612084,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21253,12144,"36000000593",3612089,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21392,12144,"36000000605",3612102,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21364,12144,"36000000607",3612104,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21287,12144,"36000000574",3612070,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21323,12144,"36000000615",3612112,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21080,12144,"36000000569",3612065,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21258,12144,"36000000572",3612068,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21290,12144,"36000000575",3612071,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21244,12144,"36000000587",3612083,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21246,12144,"36000000590",3612086,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21267,12144,"36000000601",3612097,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
22208,12144,"36000000557",3611692,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21292,12144,"36000000612",3612109,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21285,12144,"36000000618",3612115,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21300,12144,"36005048002",3064048,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
22204,12144,"36005033001",1220847,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21089,12144,"36000000576",3612072,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21309,12144,"36000000584",3612080,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21255,12144,"36000000594",3612090,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21272,12144,"36000000595",3612091,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
29533,12144,"36000000625",3612947,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21260,12144,"36000000596",3612092,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21294,12144,"36000000619",3612116,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21251,12144,"36000000592",3612088,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21179,12144,"36000000582",3612078,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
30016,12144,"36000000629",3612984,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
30022,12144,"36000000630",3612985,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21347,12144,"36000000621",3612141,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
29544,12144,"36000000627",3612950,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
29539,12144,"36000000626",3612949,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
29529,12144,"36000000624",3612945,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
29550,12144,"36000000628",3612952,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
25983,12144,"36000000623",3612560,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
37361,12144,"36000000631",3614087,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
37364,12144,"36000000632",3614088,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21264,12144,"36000000600",3612096,NY,"40",Watershed-Based Plans,2020-03-01,2020-03-01,,,
21084,12147,"35000000128",3612117,NM,"53",Census of Agriculture,2019-04-01,2019-04-01,,,
21108,12158,"01000006004",1101832,AL,"75",Small Community Form (Uploaded as attachment),2023-02-27,2022-01-01,,,
21112,12161,"13000605001",1109414,GA,"23",Final Engineer's Estimate/Lowest Bids,2023-01-31,2023-01-01,,,
21203,12202,"13000000316",3607247,GA,"20",CIP or Master Plan,2021-02-02,2020-12-01,,,
21193,12202,"13000000725",3612130,GA,"20",CIP or Master Plan,2021-02-02,2020-12-01,,,
21212,12202,"13000000726",3612131,GA,"20",CIP or Master Plan,2021-02-02,2020-12-01,,,
21219,12225,"12000000063",3610367,FL,"96",Excel Spreadsheet Annotations,2021-11-09,2021-11-01,,,
21373,12275,"21000166001",1139607,KY,"96",Excel Spreadsheet Annotations,2023-02-28,2011-06-01,,,
21504,12330,"35000000133",3612151,NM,"20",CIP or Master Plan,2022-07-01,2022-07-01,,,
21500,12330,"35000057001",1145071,NM,"20",CIP or Master Plan,2022-07-01,2022-07-01,,,
36611,12330,"35000000191",3613995,NM,"20",CIP or Master Plan,2022-07-01,2022-07-01,,,
21625,12416,"36000000451",3609571,NY,"21",Facility Plan or Preliminary Engineering Report ,2022-08-23,2022-08-01,,,
21660,12445,"49000094001",1170446,UT,"96",Excel Spreadsheet Annotations,2023-03-01,2023-03-01,,,
21687,12458,"50000008001",1094059,VT,"23",Final Engineer's Estimate/Lowest Bids,2023-02-17,2023-02-01,,,
21689,12460,"34001090001",1073315,NJ,"3",CWSRF Loan Pre-applications/Final Applications,2022-12-22,2022-11-01,,,
21691,12462,"34001377001",1073445,NJ,"3",CWSRF Loan Pre-applications/Final Applications,2022-12-28,2022-12-01,,,
21848,12581,"27009304001",1148474,MN,"12a",Completed State Needs Surveys and other state forms (approved as primary),2022-10-05,2021-06-01,,,
21871,12599,"18000000118",3612199,IN,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-07-29,2021-07-01,,,
25433,12630,"09000800001",1071870,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
25410,12630,"09000790001",1071869,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
26942,12630,"09001180001",1071915,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
38919,12630,"09000641003",1071843,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
23978,12630,"09001040001",1071898,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
38929,12630,"09000641002",1071842,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
27318,12630,"09001330001",1071933,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
25701,12630,"09001050002",3161228,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
24679,12630,"09000180001",1071787,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
25400,12630,"09000740001",1071863,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
24098,12630,"09000000060",3612249,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
22946,12630,"09000000065",3612283,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
21931,12630,"09000641001",1071841,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
24749,12630,"09000000074",3612435,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
28819,12630,"09001430001",1071948,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
26229,12630,"09001090001",1071903,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
22359,12630,"09001110001",1071906,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
24731,12630,"09000340001",1071806,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
28037,12630,"09001390001",1071943,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
38926,12630,"09000641004",1071844,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
32964,12630,"09000000106",3613325,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
32970,12630,"09000000105",3613324,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
38921,12630,"09001550001",1071961,CT,"1",CWSRF IUP/Project Priority List,2022-05-22,2022-05-01,,,
23614,13548,"34003079003",1073641,NJ,"96",Excel Spreadsheet Annotations,2021-09-23,2021-09-01,,,
23611,13548,"34003079002",1073640,NJ,"96",Excel Spreadsheet Annotations,2021-09-23,2021-09-01,,,
21403,12282,"21000207001",1139638,KY,"3",CWSRF Loan Pre-applications/Final Applications,2011-03-30,2019-12-01,,,Y
21407,12288,"21000207001",1139638,KY,"3",CWSRF Loan Pre-applications/Final Applications,2001-12-03,2011-09-01,,,Y
21415,12294,"21000207001",1139638,KY,"96",Excel Spreadsheet Annotations,2023-02-28,2011-06-01,,,
21502,12305,"48007039012",1183827,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21537,12305,"48007039084",1183851,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21545,12305,"48007039022",1183831,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21527,12305,"48007039017",1183828,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21539,12305,"48007039021",1183830,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21483,12305,"48007039047",1183839,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21491,12305,"48007039005",1183823,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21525,12305,"48007039113",2882180,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21551,12305,"48007039081",1183849,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21542,12305,"48007039066",1183842,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21497,12305,"48007039007",1183825,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21554,12305,"48007039065",1183841,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21444,12305,"48007039076",1183846,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21528,12305,"48007039067",2883822,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21498,12305,"48007080001",1183904,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21534,12305,"48007632001",1184184,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21538,12305,"48007039102",2883840,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21547,12305,"48007039024",1183833,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21555,12305,"48007039108",2884264,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21557,12305,"48000000407",3612156,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21558,12305,"48000000408",3612157,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21546,12305,"48007039094",2885519,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21548,12305,"48007039002",1183821,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21549,12305,"48007039025",1183834,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21552,12305,"48007039043",1183838,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21507,12305,"48007039090",1183855,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21550,12305,"48007039026",1183835,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21532,12305,"48007039082",1183850,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21556,12305,"48000000406",3612155,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21495,12305,"48007039091",1183856,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21519,12305,"48007039035",1183836,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21529,12305,"48007039018",1183829,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21553,12305,"48007039101",3272948,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21496,12305,"48007039006",1183824,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21503,12305,"48007039074",1183844,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21518,12305,"48007039061",1183840,TX,"20",CIP or Master Plan,2022-06-30,2022-06-01,,,
21566,12356,"23000118001",1142557,ME,"21",Facility Plan or Preliminary Engineering Report ,2009-07-01,2009-07-01,,,Y
23430,12400,"36001004001",1220241,NY,"96",Excel Spreadsheet Annotations,2023-03-01,2021-07-01,,,
21615,12400,"36001010001",1220247,NY,"96",Excel Spreadsheet Annotations,2023-03-01,2021-07-01,,,
23432,12400,"36001010006",1220251,NY,"96",Excel Spreadsheet Annotations,2023-03-01,2021-07-01,,,
22084,12689,"12000193001",1078351,FL,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-11-11,2021-11-01,,,
24446,13949,"12000000025",3607528,FL,"96",Excel Spreadsheet Annotations,2021-10-29,2021-10-01,,,
24461,13955,"12000000025",3607528,FL,"96",Excel Spreadsheet Annotations,2023-02-06,2023-02-01,,,
24594,13960,"12000000133",3612425,FL,"96",Excel Spreadsheet Annotations,2021-10-29,2021-10-01,,,
24477,13962,"18000000129",3612419,IN,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-07-29,2021-07-01,,,
24495,13968,"12000000028",3607664,FL,"96",Excel Spreadsheet Annotations,2021-07-13,2021-07-01,,,
24501,13971,"12000000028",3607664,FL,"20",CIP or Master Plan,2022-07-13,2022-07-01,,,
24598,13984,"12000092100",3539196,FL,"20",CIP or Master Plan,2022-07-15,2022-07-01,,,
24610,13984,"12000099008",3504300,FL,"20",CIP or Master Plan,2022-07-15,2022-07-01,,,
24590,13984,"12000099010",1078240,FL,"20",CIP or Master Plan,2022-07-15,2022-07-01,,,
24561,13984,"12000098001",1078235,FL,"20",CIP or Master Plan,2022-07-15,2022-07-01,,,
24584,13984,"12000092003",1239613,FL,"20",CIP or Master Plan,2022-07-15,2022-07-01,,,
24559,13984,"12000099007",1078237,FL,"20",CIP or Master Plan,2022-07-15,2022-07-01,,,
24617,13984,"12000092101",3539216,FL,"20",CIP or Master Plan,2022-07-15,2022-07-01,,,
24563,13986,"42000000113",3612421,PA,"43",Approved State 319 Project Implementation Plans,2019-03-01,2019-03-01,,,
24589,13990,"12000001049",1078121,FL,"96",Excel Spreadsheet Annotations,2023-03-08,2018-10-01,,,
24602,13991,"25000970001",494883,MA,"23",Final Engineer's Estimate/Lowest Bids,2022-10-12,2022-10-01,,,
24607,13993,"09000000071",3612426,CT,"22",Engineer's Study,2021-12-23,2021-12-01,,,
24625,13997,"42000000111",3612413,PA,"23",Final Engineer's Estimate/Lowest Bids,2022-12-15,2022-12-01,,,
24747,14038,"25000188001",1092470,MA,"20",CIP or Master Plan,2014-10-01,2014-10-01,,,Y
24753,14042,"17000000110",3612433,IL,"96",Excel Spreadsheet Annotations,2023-03-17,2023-03-01,,,
24772,14048,"44000006001",1144288,RI,"16",Hazard Mitigation Plans,2020-12-01,2020-12-01,,,
24815,14050,"12000137001",1078295,FL,"96",Excel Spreadsheet Annotations,2021-09-30,2021-09-01,,,
24777,14050,"12000137002",3508369,FL,"96",Excel Spreadsheet Annotations,2021-09-30,2021-09-01,,,
24785,14056,"21000188001",1139626,KY,"3",CWSRF Loan Pre-applications/Final Applications,2022-12-15,2022-12-01,,,
24788,14057,"12000137002",3508369,FL,"96",Excel Spreadsheet Annotations,2021-12-06,2021-12-01,,,
24789,14058,"12000137002",3508369,FL,"99a",Other  Undesignated (submitted as primary),2021-12-06,2021-12-01,,,
24793,14060,"12000137002",3508369,FL,"96",Excel Spreadsheet Annotations,2023-02-17,2023-02-01,,,
24817,14066,"55003070001",1206429,WI,"71",Small Community Form,2023-03-14,2023-03-14,,,
24860,14075,"55000000215",3612439,WI,"96",Excel Spreadsheet Annotations,2023-03-17,2023-03-01,,,
24864,14077,"55007545002",426129,WI,"96",Excel Spreadsheet Annotations,2023-03-21,2023-03-01,,,
24869,14082,"55001130002",3502900,WI,"20",CIP or Master Plan,2022-11-15,2022-01-01,,,
24892,14084,"12000119001",1078267,FL,"96",Excel Spreadsheet Annotations,2023-03-22,2022-09-01,,,
24906,14094,"21000057001",1235483,KY,"96",Excel Spreadsheet Annotations,2023-03-21,2011-12-01,,,
20784,11967,"33000097001",1100984,NH,"21",Facility Plan or Preliminary Engineering Report ,2022-05-03,2022-05-01,,,
20796,11978,"55002491000",3516898,WI,"20",CIP or Master Plan,2022-09-08,2023-01-01,,,
20835,12010,"55000000127",3610253,WI,"60",Municipal Storm Water Management Plan,2019-04-01,2019-04-01,,,
20841,12015,"55002010000",495657,WI,"20",CIP or Master Plan,2023-01-01,2023-01-01,,,
20871,12033,"01000027002",3507960,AL,"21",Facility Plan or Preliminary Engineering Report ,2019-02-01,2019-02-01,,,
20888,12046,"47000090001",1235031,TN,"96",Excel Spreadsheet Annotations,2022-08-15,2022-08-01,,,
20889,12047,"47000325001",1166025,TN,"20",CIP or Master Plan,2020-05-01,2020-05-01,,,
21074,12139,"51000278001",1192903,VA,"20",CIP or Master Plan,2022-07-22,2022-07-01,,,
21337,12145,"36005174001",1232138,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21282,12145,"36005165002",3515556,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21328,12145,"36005051001",1232133,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
22200,12145,"36005056001",1220867,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
22362,12145,"36005018002",3600477,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21280,12145,"36005160002",388734,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
22196,12145,"36005045001",1220859,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
22219,12145,"36005052003",3095161,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21083,12145,"36000000571",3612067,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21183,12145,"36000000583",3612079,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21271,12145,"36000000603",3612099,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21092,12145,"36000000570",3612066,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21087,12145,"36000000573",3612069,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21094,12145,"36000000577",3612073,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21250,12145,"36000000591",3612087,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21263,12145,"36000000598",3612094,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21326,12145,"36000000602",3612098,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21275,12145,"36000000616",3612113,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21188,12145,"36000000585",3612081,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21339,12145,"36000000589",3612085,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21099,12145,"36000000580",3612076,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21284,12145,"36000000606",3612103,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21319,12145,"36000000614",3612111,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21345,12145,"36000000620",3612140,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21096,12145,"36000000578",3612074,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21297,12145,"36000000579",3612075,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21332,12145,"36000000588",3612084,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21254,12145,"36000000593",3612089,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21393,12145,"36000000605",3612102,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21365,12145,"36000000607",3612104,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21288,12145,"36000000574",3612070,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21324,12145,"36000000615",3612112,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21081,12145,"36000000569",3612065,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21259,12145,"36000000572",3612068,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21291,12145,"36000000575",3612071,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21245,12145,"36000000587",3612083,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21247,12145,"36000000590",3612086,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21268,12145,"36000000601",3612097,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
22209,12145,"36000000557",3611692,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21293,12145,"36000000612",3612109,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21286,12145,"36000000618",3612115,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21301,12145,"36005048002",3064048,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
22205,12145,"36005033001",1220847,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21090,12145,"36000000576",3612072,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21310,12145,"36000000584",3612080,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21256,12145,"36000000594",3612090,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21273,12145,"36000000595",3612091,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21261,12145,"36000000596",3612092,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21295,12145,"36000000619",3612116,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21252,12145,"36000000592",3612088,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21180,12145,"36000000582",3612078,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21348,12145,"36000000621",3612141,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
25984,12145,"36000000623",3612560,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21265,12145,"36000000600",3612096,NY,"96",Excel Spreadsheet Annotations,2023-02-27,2020-03-01,,,
21085,12148,"55002840001",1206392,WI,"12a",Completed State Needs Surveys and other state forms (approved as primary),2022-06-23,2022-06-01,,,
21158,12200,"55005130000",495664,WI,"2",Non-CWSRF Governmental Loan and Grant Applications,2022-04-12,2023-01-01,,,
21209,12224,"55005300003",431537,WI,"60",Municipal Storm Water Management Plan,2019-05-02,2017-01-01,,,
24982,14144,"12000000023",3607526,FL,"20",CIP or Master Plan,2020-12-01,2020-12-01,,,
24989,14150,"53200802048",3507268,WA,"20",CIP or Master Plan,2022-11-14,2022-11-01,,,
24997,14156,"12000000032",3608109,FL,"96",Excel Spreadsheet Annotations,2023-02-09,2023-02-01,,,
25004,14162,"12000017005",3239410,FL,"20",CIP or Master Plan,2022-09-06,2022-09-01,,,
25012,14167,"21000186001",1139624,KY,"96",Excel Spreadsheet Annotations,2023-03-22,2010-10-01,,,
25015,14169,"21000186001",1139624,KY,"3",CWSRF Loan Pre-applications/Final Applications,2021-02-24,2021-02-01,,,
20785,11968,"12000000117",3612025,FL,"96",Excel Spreadsheet Annotations,2021-11-22,2021-11-01,,,
20797,11979,"55002491000",3516898,WI,"60",Municipal Storm Water Management Plan,2020-11-11,2020-11-01,,,
20808,11988,"55003050002",426196,WI,"20",CIP or Master Plan,2022-09-28,2023-01-01,,,
20811,11991,"21000202001",1139633,KY,"3",CWSRF Loan Pre-applications/Final Applications,2016-06-08,2016-06-01,,,
20832,12009,"21000202001",1139633,KY,"3",CWSRF Loan Pre-applications/Final Applications,2002-12-03,2010-10-01,,,Y
20838,12013,"39003199001",1081089,OH,"3",CWSRF Loan Pre-applications/Final Applications,2021-09-21,2021-09-01,,,
