"CWNS_ID","FACILITY_ID","STATE_CODE","RESPONSIBLE_ENTITY","AUTHORITY_NAME"
"51000269001",1192897,VA,N,Gate City Sanitation Authority
"48005015002",1183577,TX,,CITY OF TYLER
"48005016001",1183578,TX,N,SMITH COUNTY WCID NO. 1
"48005018002",1183580,TX,N,CITY OF HENDERSON
"48005018001",1183579,TX,N,CITY OF HENDERSON
"48005019001",1183581,TX,N,CITY OF LONGVIEW
"48005023001",1183582,TX,N,CITY OF KILGORE
"48005024001",1183583,TX,N,CITY OF COMMERCE
"48005025001",1183584,TX,N,CITY OF ATHENS
"48005026001",1183586,TX,N,CITY OF MINEOLA
"48005028001",1183587,TX,N,CITY OF HONEY GROVE
"48005031001",1183589,TX,N,CITY OF ORE CITY
"48005032001",1183590,TX,N,CITY OF DEPORT
"48005033001",1183591,TX,N,CITY OF CADDO MILLS
"48005035001",1183592,TX,N,CITY OF GILMER
"47001425001",1166215,TN,Y,TIPTONVILLE WWTP (LAGOON)
"29001173001",1133497,MO,,City of Berger
"47001487001",1166225,TN,,WARTBURG WWTP
"50000097001",1094147,VT,N,Town of Rochester
"13000529001",1109328,GA,Y,Blackshear
"13000000094",3606996,GA,Y,Blackshear
"47002016001",1166238,TN,,First Utility District of Knox County
"47002023003",1166249,TN,,HALLSDALE-POWELL-RACOON VALLEY
"47002034001",1166253,TN,Y,CLAIBORNE UTILITIES  DISTRICT
"47009103001",1166289,TN,Y,CLAIBORNE UTILITIES  DISTRICT
"47008201001",1166277,TN,Y,Town of Luttrell
"22000050001",1168169,LA,N,TOWN OF ARCADIA
"48007703001",1184225,TX,N,NORTHWEST HARRIS COUNTY MUD#5
"48007704001",1184226,TX,N,NORTHWEST HARRIS COUNTY MUD #6
"48007706001",1184227,TX,N,NORTHWEST HARRIS COUNTY
"48007707001",1184228,TX,N,NORTHWEST HARRIS CO. MUD NO. 9
"48007709001",1184229,TX,N,NORTHWEST HARRIS CO. MUD NO.15
"48007719001",1184234,TX,N,PONDEROSA JOINT POWERS AGENCY
"48007083001",1183906,TX,N,GALVESTON COUNTY MUD #12
"48007725001",1184239,TX,N,RENN ROAD MUD
"48007731001",1184241,TX,N,S & W WATER MAINTENANCE
"48007734001",1184244,TX,N,SEQUOIA IMPROVEMENT DISTRICT
"48007737001",1184246,TX,N,SPENCER ROAD PUBLIC UTIL DIST
"48007751001",1184252,TX,N,TIMBER LANE UTILITY DISTRICT
"48007753001",1184254,TX,N,TRAIL OF THE LAKES MUD
"48007762001",1184258,TX,N,WEST HARRIS COUNTY MUD NO 6
"48007766001",1184260,TX,N,WEST HARRIS COUNTY MUD NO. 10
"48007768001",1184261,TX,N,WESTLAKE MUD NO. 1
"48007773001",1184264,TX,N,REGIONAL WATER CORP
"51000338001",1192991,VA,Y,Town of Pembroke
"51000339001",1192992,VA,N,Glen Lyn Town - Sewage Treatment
"51001400030",1193048,VA,,Wythe County
"51001400042",1193058,VA,Y,Wythe County Water and Wastewater
"51001400047",1193063,VA,Y,Wythe County Water and Wastewater
"56000450001",3005082,WY,N,Cheyenne BOPU
"56000005001",1194775,WY,N,Cheyenne BOPU
"56000008001",1194778,WY,N,"Torrington, Town of"
"56000011001",1194780,WY,Y,"Lovell, Town of"
"45000251001",1157143,SC,N,COLUMBIA METRO WWTP
"45000252001",1157145,SC,N,ROCK HILL/MANCHESTER CREEK
"54000513002",3513616,WV,Y,"WELLSBURG, CITY OF"
"48009508001",1184510,TX,,SOUTH NEWTON WATER SUPPLY
"23000101001",1142540,ME,,TOWN OF NORRIDGEWOCK
"23000000047",3613062,ME,Y,SANFORD SEWER DISTRICT
"23000102001",1142541,ME,Y,SANFORD SEWER DISTRICT
"19000272002",3518857,IA,Y,"Sun Valley Sanitary District (Ellston, IA)"
"54003004001",1095058,WV,Y,CANYON PSD
"26003038001",1088851,MI,N,VILLAGE OF PIGEON
"28000955001",1233748,MS,N,OXFORD POTW
"28001110001",1233751,MS,N,RIPLEY POTW
"26003049001",1088856,MI,N,GLADWIN WWTP
"28001360001",1233756,MS,N,UNION POTW
"26003053001",1088860,MI,N,BOYNE CITY WWTP
"28001400001",1233757,MS,N,WALNUT GROVE POTW
"26003057001",1088864,MI,N,MANISTIQUE WWTP
"26003059001",1088866,MI,N,NORWAY WWTP
"18000052001",1234171,IN,Y,City of Franklin
"18000256001",1234177,IN,N,WATERLOO WWTP
"26003070001",1088876,MI,N,IRON MOUNTAIN-KINGSFORD WWTP
"18000454001",1234178,IN,N,PLYMOUTH MUNICIPAL STP
"18000602001",1234180,IN,N,LAFAYETTE MUNICIPAL WWTP
"18001008001",1234182,IN,N,JEFFERSONVILLE MUNICIPAL WWTP
"18002160001",1234188,IN,N,NEW CASTLE WWTP
"18002220001",1234190,IN,N,WASHINGTON MUNICIPAL STP
"18004076001",1234195,IN,,OXFORD MUNICIPAL WWTP
"18004132001",1234196,IN,Y,BAINBRIDGE MUNICIPAL WWTP
"18004151001",1234198,IN,N,BURLINGTON MUNICIPAL STP
"18004153001",1234199,IN,,FREMONT WWTP
"18004313001",1234200,IN,,"MILFORD WWTP, TOWN OF"
"18004372001",1234201,IN,N,JASPER MUNICIPAL STP
"26003097001",1088894,MI,N,MARENISCO TWP WWTP
"26003098001",1088895,MI,N,WATERSMEET TWP WWTP
"26003100001",1088897,MI,N,L'ANSE WWTP
"28000150001",1160216,MS,N,BROOKHAVEN POTW
"21000249001",1139675,KY,Y,CITY OF HICKMAN
"21000251001",1139676,KY,,HINDMAN STP
"21000253001",1139678,KY,,HODGENVILLE STP
"21000256001",1139681,KY,Y,City of HYDEN
"21000256002",3540136,KY,Y,City of HYDEN
"21000258001",1139683,KY,,IRVINE STP
"21000260001",1139685,KY,,ISLAND STP
"27009116001",1148453,MN,N,CLIMAX
"27009118001",1148455,MN,Y,"East Grand Forks, City of"
"27009211001",1148462,MN,N,FISHER
"27009305001",1148475,MN,N,MANTORVILLE
"27009514001",1148493,MN,N,MENAHGA
"27009805001",1148579,MN,N,ALVARDO
"38000003001",1151259,ND,,"MANDAN, CITY OF"
"38000005001",1151260,ND,Y,"MINOT, CITY OF"
"38000006001",1151261,ND,Y,"DICKINSON, CITY OF"
"37007901001",1153661,NC,N,Mebane Bridge WWTP
"37008001002",1153674,NC,,Salisbury-Rowan WWTP
"37008008001",1153678,NC,,Second Creek WWTP
"48001088801",3540836,TX,N,HOUSTON-HARRIS COUNTY
"54004709001",3541057,WV,N,CANAAN VALLEY PSD
"13000000202",3607133,GA,Y,City of Fairmount
"13000616001",1109426,GA,,City of Fairmount
"22003276001",1168484,LA,N,ST CHARLES PARISH COUNCIL
"22003289002",1168494,LA,N,TOWN OF GRAMERCY
"22003306001",1168508,LA,N,"MELVILLE, TOWN OF (STP)"
"22003311001",1168512,LA,N,TOWN OF BREAUX BRIDGE
"22003326001",1168524,LA,N,ST. MARY PH SD#5-CENTERVILLE
"22003331001",1168528,LA,N,ST.MARY PARISH WARDS 5&8
"22003346001",1168533,LA,N,TOWN OF INDEPENDENCE WWTP
"22003347001",1168534,LA,N,TOWN OF KENTWOOD
"22003349001",1168536,LA,N,CITY OF PONCHATOULA
"22003359001",1168542,LA,N,TOWN OF WATERPROOF
"22003363001",1168546,LA,N,TANGIPAHOA PH SEWER DIST #1
"22003376001",1168549,LA,N,FARMERVILLE TOWN OF STP
"06003081001",1175445,CA,,SOUTH SAN LUIS OBISPO CO SD
"06004002001",1175457,CA,N,OJAI VALLEY SANITARY DISTRICT
"06004003001",1175458,CA,,SIMI VALLEY WATER QAULITY CONT
"19000046001",1123493,IA,N,CITY OF ATLANTIC WWTP
"19000046002",3508656,IA,N,CITY OF ATLANTIC WWTP
"19000077001",1123517,IA,N,"BERNARD, CITY OF-STP"
"21000372001",1139763,KY,Y,City of Wingo
"21000377001",1139767,KY,Y,WORTHINGTON STP
"48001237001",1183016,TX,N,CITY OF LA WARD
"21000380001",1139770,KY,Y,City of Wurtland
"21000384001",1139774,KY,Y,Mayfield Electic & Water Systems
"21000385001",1139775,KY,Y,MILLSTONE ALTERNATIVE TRMT SYS
"21000387001",1139776,KY,Y,MARSHALL CO SANIT DIST #2
"21000398001",1139784,KY,Y,MONTGOMERY CO SANIT DIST #2
"21000399001",1139785,KY,Y,MARSHALL CO SANIT DIST #1
"21000458001",1139790,KY,Y,MCCREARY CO STP
"21000525001",1139817,KY,Y,GARRISON STP
"21000554001",1139841,KY,,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY
"21000558001",1139844,KY,,KNOTT CO WATER & SEWER DIST
"21000701001",1139862,KY,Y,KEVIL STP
"23000103001",1142542,ME,Y,"SEARSPORT, TOWN OF"
"23000105001",1142544,ME,Y,WASHBURN WATER AND SEWER DISTRICT
"23000108001",1142547,ME,Y,"BINGHAM, TOWN OF"
"23000113001",1142552,ME,Y,Town of Camden Wastewater Department
"23000114001",1142553,ME,Y,TOWN OF CLINTON
"23000119001",1142558,ME,Y,Town of Fort Kent WWTF
"48005157002",3513717,TX,Y,Cash SUD
"48005157001",3513757,TX,Y,Cash SUD
"48005157003",3513716,TX,Y,Cash SUD
"23000125001",1142563,ME,,DARK HARBOR WWTF
"23000126001",1142564,ME,Y,"KITTERY, TOWN OF"
"23000127001",1142565,ME,Y,LIMERICK SEWERAGE DISTRICT
"23000128001",1142566,ME,,LIMESTONE WATER & SEWER DIST
"23000130001",1142568,ME,Y,MILO WATER DISTRICT
"23000133001",1142571,ME,Y,NORTH BERWICK SANITARY DIST
"23000136001",1142574,ME,,ORONO TOWN OF
"23000145001",1142582,ME,Y,SOUTH BERWICK SEWER DISTRICT
"23000146001",1142583,ME,Y,STONINGTON SANITARY DISTRICT
"48000105500",3513838,TX,Y,Amarillo
"23000151001",1142586,ME,Y,WALDOBORO UTILITY DISTRICT
"21000318001",1139729,KY,Y,PRINCETON STP
"23000155001",1142589,ME,Y,TOWN OF WISCASSET
"23000162001",1142594,ME,Y,MILBRIDGE TOWN OF
"23000164001",1142596,ME,Y,BAYVILLE VILLAGE CORPORATION
"23000171001",1142604,ME,Y,TOWN OF SORRENTO
"23000175001",1142608,ME,Y,OGUNQUIT SEWER DISTRICT
"78000001006",1143871,VI,N,DEPT OF PUB WORKS-VESSUP BAY
"78000001007",1143872,VI,N,DEPT OF PUBLIC WORKS
"78000001011",1143876,VI,N,DEPT OF PUB WORKS-BORDEAUX
"51070000006",3513917,VA,Y,City of Norton
"51000176002",1192773,VA,Y,City of Norton
"18004452001",1234203,IN,Y,HILLSBORO MUNICIPAL STP
"18004453001",1234204,IN,,"ATTICA, City of"
"08000080001",1066884,CO,Y,BASALT SANITATION DISTRICT
"08000164001",1066959,CO,N,SUMMIT COUNTY BD OF COMMISS
"08000174001",1066968,CO,N,CUCHARAS SAN & WATER DISTRICT
"08000180001",1066974,CO,N,SOUTHERN UTE INDIAN TRIBE  (E)
"54003802001",1095148,WV,Y,"DURBIN, TOWN OF"
"54000000256",3613528,WV,Y,"HILLSBORO, TOWN OF"
"54003804001",1095151,WV,Y,"MARLINTON, TOWN OF"
"54003901001",1095153,WV,Y,"ALBRIGHT, TOWN OF"
"54003903001",1095155,WV,Y,"KINGWOOD, CITY OF"
"54003910001",1095159,WV,Y,"TERRA ALTA, TOWN OF"
"54004007001",3516980,WV,Y,"BUFFALO, TOWN OF"
"54004003001",1095166,WV,Y,PUTNAM PSD
"54004015001",1095175,WV,Y,PUTNAM PSD
"54004001001",3501970,WV,Y,PUTNAM PSD
"54004006001",1095169,WV,Y,PUTNAM PSD
"54004009001",1095171,WV,Y,"POCA,TOWN OF"
"54004105001",1095185,WV,Y,NORTH BECKLEY PSD
"54004109001",3384770,WV,Y,CRAB ORCHARD MACARTHUR PSD
"54004122001",1095202,WV,Y,CRAB ORCHARD MACARTHUR PSD
"54004118002",1095197,WV,Y,CRAB ORCHARD MACARTHUR PSD
"54004108001",1095189,WV,Y,CRAB ORCHARD MACARTHUR PSD
"54004111001",1095193,WV,Y,"SOPHIA, TOWN OF"
"54004202001",1095207,WV,Y,"ELKINS, CITY OF"
"54004210001",1095212,WV,Y,MIDLAND PSD
"54000000254",3613526,WV,Y,HUTTONSVILLE PSD
"54004215001",1095213,WV,Y,HUTTONSVILLE PSD
"54004230001",1095218,WV,Y,LEADSVILLE PSD
"54004302001",1095222,WV,Y,"CAIRO, TOWN OF"
"54004401001",1095232,WV,Y,"REEDY, TOWN OF"
"54000000189",3613445,WV,Y,"REEDY, TOWN OF"
"54004402001",1095233,WV,Y,"SPENCER, CITY OF"
"54004601001",1095252,WV,Y,FLEMINGTON TOWN OF
"54000000212",3613470,WV,Y,DAVIS TOWN OF
"54004701001",1095257,WV,Y,DAVIS TOWN OF
"54004801001",1095263,WV,Y,FRIENDLY PSD
"48001151801",3542578,TX,N,CITY OF MISSOURI CITY
"21000001003",3542796,KY,Y,LEX/FAYETTE URBAN CO GOVT
"48007833001",1184293,TX,N,TEXAS NATIONAL MUD WWTF
"48007835001",1184295,TX,N,CITY OF WOODBRANCH VILLAGE
"48007838001",1184297,TX,N,TOWN OF WOODLOCH
"48007846001",1184300,TX,N,HARRIS COUNTY MUD NO. 26
"48007847001",1184301,TX,N,HARRIS COUNTY MUD NO. 82
"48007848001",1184302,TX,N,SAN JACINTO RIVER AUTHORITY
"48007849001",1184304,TX,N,EAGLE WATER MANAGEMENT
"48007851001",1184306,TX,N,POINT AQUARIUS M.U.D.
"48007852001",1184307,TX,N,HAYS UTILITY SERVICE NORTH
"48007853001",1184308,TX,N,MONTGOMERY COUNTY MUD NO 8
"48007854001",1184309,TX,N,MONTGOMERY COUNTY UD NO. 2
"48007855001",1184310,TX,N,CORINTHIAN POINT MUD #2
"48007856001",1184311,TX,N,STANLEY LAKE MUD
"48007866001",1184317,TX,N,BLUE RIDGE WEST MUD
"48007868001",1184318,TX,N,PLANTATION MUNICIPAL UD
"48007871001",1184319,TX,N,CNP UTILITY DISTRICT
"48007873001",1184321,TX,N,MEADOWHILL REGIOANL MUD
"48007184001",1183986,TX,N,SEVERN TRENT ENVIRONMENTAL
"56000022001",1194791,WY,Y,"Kaycee, Town of"
"56000026001",1194794,WY,N,"Cokeville, Town of"
"48008052001",1184398,TX,N,CITY OF BUDA AND GUADALUPE
"48004085001",2878621,TX,N,CITY OF TIOGA
"48003198001",3509397,TX,Y,CITY OF BEDIAS
"56000035001",1194800,WY,Y,"Baggs, Town of"
"19001502001",3509457,IA,Y,Rathbun Area Solid Wate Management Commission
"19001506001",3509461,IA,Y,Boone County Landfill
"19000133001",1123561,IA,Y,CEDAR FALLS WATER RECLAMATION FACILITY
"19001511001",3509466,IA,Y,Carroll County Solid Waste Management Commission
"45000266001",1157160,SC,,CHARLESTON CPW/PLUM ISLAND
"45000266002",1157161,SC,,CHARLESTON CPW/DANIEL ISLAND
"21009702001",1139893,KY,Y,City of White Plains
"23000003001",1142433,ME,Y,CITY OF SOUTH PORTLAND
"23000088001",1142526,ME,,CITY OF SOUTH PORTLAND
"12000098003",3507501,FL,Y,Palm Bay
"12000098002",2996488,FL,Y,Palm Bay
"23000006001",1142436,ME,Y,BANGOR WWTF
"23000008001",1142439,ME,Y,BRUNSWICK SEWER DISTRICT
"23000009001",1142440,ME,,CARIBOU UTILITIES DISTRICT
"23000011001",1142442,ME,Y,LEWISTON-AUBURN WATER POLLUTIO
"23000012001",1142443,ME,Y,PRESQUE ISLE SEWER DISTRICT
"23000018001",1142449,ME,Y,ANSON MADISON SANITARY DISTRICT
"23000019001",1142450,ME,N,BAILEYVILLE WWTF
"23000021001",1142454,ME,,"BATH, City of"
"23000023001",1142456,ME,,BERWICK SEWER DISTRICT
"23000025001",1142458,ME,Y,BOOTHBAY HARBOR SEWER DISTRICT
"23000164001",1142596,ME,,BOOTHBAY HARBOR SEWER DISTRICT
"31002360001",1146054,NE,N,SUPERIOR WWTF
"31002415001",1146059,NE,N,TECUMSEH WWTF
"22000430001",1168197,LA,N,CITY OF FRANKLIN
"22000460001",1168199,LA,N,TOWN OF GLENMORA
"22000523001",1168203,LA,N,TOWN OF GREENWOOD STP
"22000525001",1168204,LA,N,CITY OF GRETNA
"22000535001",1168205,LA,N,TOWN OF GUEYDAN
"22000555001",1168209,LA,N,CITY OF HARAHAN
"22000565001",1168210,LA,N,TOWN OF HAUGHTON
"22000605001",1168213,LA,N,TERREBONNE PH GOVT-HOUMA-SOUTH
"22000605002",1168214,LA,N,TERREBONNE PH GOVT-HOUMA NORTH
"22000620001",1168216,LA,N,TOWN OF IOWA
"22000640001",1168217,LA,N,TOWN OF JENA
"22000675004",1168220,LA,N,CITY OF KENNER #3
"22000700001",1168221,LA,N,LAFAYETTE CONSOLIDATED GOVT
"22000700003",1168223,LA,N,LAFAYETTE CONSOLIDATED GOV'T
"22000700002",1168222,LA,N,LAFAYETTE CONSOLIDATED GOV'T
"22000700004",1168224,LA,N,LAFAYETTE CONSOLIDATED GOV'T
"22000745001",1168229,LA,N,TOWN OF LECOMPTE
"22000885001",1168239,LA,N,CITY OF MINDEN
"39000278001",1080693,OH,N,MARION COUNTY COMMISSIONERS
"39000296001",1080710,OH,N,VILLAGE OF FOREST
"45000621001",1157267,SC,,EAST RICH CO PSD/GILLS CREEK
"46000000102",3534996,SD,Y,Powder House Pass Community Improvement District
"12000245005",3527536,FL,Y,Town of Noma
"53000326001",1180787,WA,Y,MIDWAY SEWER DISTRICT
"17002078001",3527556,IL,Y,"Spauilding, Village of"
"34002537021",3057808,NJ,Y,Bedminster Township
"34002537011",442352,NJ,Y,Bedminster Township
"34002537001",1073620,NJ,Y,Bedminster Township
"53000658001",1180826,WA,Y,Lakehaven Utility District
"53000658002",1180827,WA,Y,Lakehaven Utility District
"16000000459",3534896,ID,Y,Elk Bend Sewer District
"50000027001",1094077,VT,,"Fairfax, Town of"
"50000029001",1094078,VT,Y,"Fair Haven, Town of"
"50000031001",1094079,VT,,Town of Hardwick
"50000032003",1094082,VT,,"Hartford, Town of"
"50000033001",1094083,VT,,"Hinesburg, Town of"
"22003130001",1168398,LA,N,LAFOURCHE PH SEWER DIST #14
"22003131002",1168401,LA,N,TOWN OF JONESBORO
"22003141002",1168405,LA,N,JEFFERSON PAR-JONATHAN DAVIS
"54004902001",1095273,WV,Y,TENNERTON PSD
"54005001002",3513319,WV,Y,"CEREDO, CITY OF"
"54005008001",1095280,WV,Y,SPRING VALLEY PSD
"54005411001",3512096,WV,Y,WOOD CO PARKS AND RECREATION
"54005013001",1095282,WV,Y,"FORT GAY, TOWN OF"
"54005103001",1095289,WV,Y,COWEN PSD
"54005102001",3539356,WV,Y,COWEN PSD
"54005104001",1095290,WV,Y,WEBSTER SPRINGS PSD
"54005404001",1095315,WV,Y,MINERAL WELLS PSD
"54005406001",1095318,WV,Y,CENTRAL BOAZ PSD
"26000359004",1088490,MI,N,BOWNE TWP WWTP
"55004550002",3512942,WI,Y,"Spooner, City of"
"55004410002",3512938,WI,Y,"Silver Lake, Village of"
"26001112004",3513056,MI,Y,Sylvan Twp
"26001112006",3513058,MI,Y,Hanover Twp.
"54001005001",1094762,WV,Y,FAYETTE CO COMMISSION
"01000135001",1101968,AL,Y,Phil Campbell Water Works & Sewer Board
"18004875001",2907504,IN,N,LAGRANGE CO SEWER DIST REGION A
"18004135001",2908422,IN,,HELMSBURG RSD
"18005478001",2912982,IN,,PIGEON TWP RSD
"18005154001",2913188,IN,,HAMILTON LAKE WWTP
"01000145002",1101980,AL,,Roanoke Utilities Board-Wastewater
"48002163002",2914250,TX,N,CITY OF RIO GRANDE CITY
"01000150001",1101985,AL,,Saraland Water and Sewer Service
"48005011001",2917043,TX,N,CITY OF OVERTON
"01000154001",1101989,AL,,Sheffield utilities
"20000960001",2918782,KS,N,ALLEN CO. S.D. #1
"20000961001",2918842,KS,N,COFFEY  COUNTY COMMISSIONERS
"20000710001",2918888,KS,N,"FONTANA, CITY OF"
"20000754001",2918904,KS,N,FRANKLIN COUNTY SANITARIAN
"01000000109",3607627,AL,,Sylacauga Utilities Board
"01000165003",1101998,AL,,Sylacauga Utilities Board
"01200100015",2977503,AL,,Sylacauga Utilities Board
"20000208001",2919006,KS,N,MARSHALL CO COMMISSIONERS
"18120000045",3525122,IN,Y,WESTERN RUSH CO RWSD WWTP
"45000275001",1157178,SC,,FLORENCE/PEE DEE RIVER PLANT
"06002008001",1175269,CA,,SUNNYVALE CITY
"06002011001",1175272,CA,N,VEOLIA WATER NA
"06002012001",1175273,CA,N,PALO ALTO REGIONAL WATER QUALI
"06002021001",1175279,CA,N,CONTRA COSTA CO
"06002023001",1175281,CA,N,DELTA DIABLO SANITATION DIST.
"06002029001",1175287,CA,,EAST BAY DISCHARGERS AUTHORITY
"06002052001",1175310,CA,,EAST BAY DISCHARGERS AUTHORITY
"48004031002",1183352,TX,N,CITY OF GARLAND
"48004041001",1183360,TX,N,CITY OF SEAGOVILLE
"48004046001",1183365,TX,N,CITY OF AUBREY
"48004053001",1183371,TX,N,CITY OF KRUM
"48004056001",1183373,TX,N,TOWN OF LITTLE ELM
"48004057001",1183374,TX,N,"CITY OF PILOT POINT, ATTN:"
"48004065001",1183380,TX,Y,CITY OF ENNIS (OAK GROVE WWTF)
"48004068001",1183383,TX,N,CITY OF MAYPEARL
"48000004008",3507562,TX,N,TRINITY RIVER AUTHORITY OF
"48004069001",1183384,TX,N,TRINITY RIVER AUTHORITY OF
"48004078005",1183389,TX,N,CITY OF DENISON
"48004079001",1183390,TX,N,CITY OF GUNTER
"48004082002",1183392,TX,N,CITY OF POTTSBORO
"48004082001",2878349,TX,N,CITY OF POTTSBORO
"48002058001",1183140,TX,N,"CITY OF SHERMAN, POST OAK WWTP"
"48004086001",1183395,TX,N,CITY OF TOM BEAN
"48004090001",1183399,TX,N,CITY OF ALVARADO
"48004092001",1183401,TX,N,CITY OF CLEBURNE
"48004095001",1183403,TX,N,JOHNSON COUNTY SPEICAL UD
"48004096001",1183404,TX,,CITY OF KEENE
"48004099001",1183406,TX,N,CITY OF CRANDALL
"48004101001",1183408,TX,N,CITY OF KAUFMAN
"48004102001",1183409,TX,N,CITY OF KEMP
"48004105001",1183411,TX,N,CITY OF TERRELL - KINGS CREEK
"48004106001",1183413,TX,N,CITY OF FATE
"48004354018",458487,TX,N,NORTH TEXAS MWD
"48004354008",1183524,TX,N,NORTH TEXAS MWD
"48004109001",1183416,TX,N,NORTH TEXAS MUNICIPAL WATER DI
"48001232001",1183011,TX,N,CITY OF EDNA
"39000297001",1080711,OH,N,VILLAGE OF MCGUFFEY STP
"39000298001",1080712,OH,N,"MT, VICTORY, VILLAGE OF"
"39000326001",1080736,OH,N,"RAWSON, VILLAGE OF"
"39000327001",1080737,OH,N,VANLUE
"39000331001",1080742,OH,N,ATHENS COUNTY COMMISSIONERS
"39007994001",1081572,OH,N,VILLAGE OF STRATTON
"42003002001",1195983,PA,,CARLISLE BOROUGH
"42003013001",1195994,PA,,LEWISTOWN BORO
"42004004001",1196228,PA,Y,FREEDOM TWP WATER & SEW AUTH
"51000128001",1192707,VA,,Fries WWTP
"22003144001",1168407,LA,N,"FENTON, VILLAGE OF (STP)"
"22003152001",1168413,LA,N,LAFOURCHE PH COUNCIL
"22003162001",1168419,LA,N,"CHOUDRANT, VILLAGE OF (STP)"
"22003173001",1168428,LA,N,CITY OF DENHAM SPRINGS
"22003181001",1168435,LA,N,CITY OF TALLULAH
"22003183001",1168437,LA,N,"COLLINSTON,  VILLAGE OF"
"22003186001",1168440,LA,N,TOWN OF CAMPTI
"06022032001",3217908,CA,,CITY AND COUNTY OF SAN FRANCIS
"06002032003",1175289,CA,,CITY AND COUNTY OF SAN FRANCIS
"06002034002",1175292,CA,N,C & H SUGAR
"06002036001",1175294,CA,,EAST BAY MUNICIPAL UTILITY DIS
"06002038001",1175296,CA,,FAIRFIELD-SUISUN SEWER DISTRCT
"06002039001",1175297,CA,,MILLBRAE CITY (WPCP)
"06002040001",1175298,CA,N,NORTH SAN MATEO COUNTY SD
"06002041001",1175299,CA,,SAN JOSE/SANTA CLARA WPCP
"06002046001",1175306,CA,N,SOUTH SAN FRANCISCO STP
"06002047001",1175307,CA,,VALLEJO SAN AND FLOOD CONT DIS
"06002030001",1238810,CA,N,WEST COUNTY AGENCY
"06002053001",1175311,CA,N,DUNAWEAL WWTRP
"48005177001",1183663,TX,N,EAST CEDAR CREEK FWSD
"48005243001",1183665,TX,N,DIANA SPECIAL UTILITY DISTRICT
"48005256001",1183667,TX,N,RANDOLPH WATER SUPPLY CORP.
"48005265001",1183669,TX,N,PETTY WATER SUPPLY AND SEWER
"48006001001",1183672,TX,N,CITY OF BEAUMONT - HILLEBRANDT
"48006002001",1183673,TX,N,BEVIL OAKS MUD
"48006007001",1183677,TX,N,CITY OF NEDERLAND
"48006009003",1183678,TX,N,CITY OF PORT ARTHUR
"48006009007",1183681,TX,N,CITY OF PORT ARTHUR
"48006010001",1183682,TX,N,CITY OF PORT NECHES
"48006011001",1183683,TX,N,CITY OF NOME
"48006012001",1183684,TX,N,CITY OF CHINA
"48006013001",1183685,TX,N,CITY OF BRIDGE CITY
"48006017001",1183688,TX,N,CITY OF PINEHURST
"48006019001",1183691,TX,N,ORANGE COUNTY WCID NO. 2
"48006020002",1183692,TX,N,CITY OF HUNTSVILLE
"48006020003",1183693,TX,N,CITY OF HUNTSVILLE
"48006021001",1183694,TX,N,CITY OF LUFKIN
"48006024001",1183696,TX,N,CITY OF SILSBEE
"48006026001",1183698,TX,N,CITY OF SAN AUGUSTINE
"48006027001",1183699,TX,N,CITY OF DIBOLL
"48006037001",1183704,TX,N,CITY OF SOUR LAKE
"48006046001",1183708,TX,Y,CITY OF CORRIGAN
"48004111002",1183420,TX,N,CITY OF AZLE
"48006054001",1183713,TX,N,CITY OF KIRBYVILLE
"45000258001",1157150,SC,,BCW&SA/ST STEPHEN WWTP
"54000201001",3515676,WV,N,BERKELEY COUNTY PSSD
"54000203001",3515736,WV,N,BERKELEY COUNTY PSSD
"54000204001",3515737,WV,N,BERKELEY COUNTY PSSD
"54000205001",3515738,WV,N,BERKELEY COUNTY PSSD
"54000206001",3515739,WV,N,BERKELEY COUNTY PSSD
"54000211001",3515740,WV,N,BERKELEY COUNTY PSSD
"17000148001",1113422,IL,,FRANKFORT WEST WWTP
"35200900102",3515741,NM,Y,"Red River, Town of"
"35200900104",3515797,NM,,"Santa Fe, City of"
"56000027001",1194795,WY,Y,"WAMSUTTER, CITY OF"
"13000129001",1109131,GA,,"Peoples & Quigley, Inc."
"32000200912",3522931,NV,N,STOREY CO STP
"20000718001",1230899,KS,N,"FULTON, CITY OF"
"34004500011",442861,NJ,,West Wildwood Borough
"34007290001",1073885,NJ,Y,Medford Township
"20000728001",1230900,KS,N,"MULBERRY, CITY OF"
"48004124001",1183434,TX,N,CITY OF GRAPEVINE
"48004141001",1183451,TX,N,CITY OF CORSICANA - PLT 2
"48004145001",1183454,TX,Y,CITY OF CHICO
"48004150001",1183457,TX,N,CITY OF SADLER
"48004201001",1183458,TX,N,CITY OF ALVORD
"48004204001",1183459,TX,N,CITY OF BLOOMING GROVE
"48004205001",1183460,TX,N,CITY OF BOYD
"48004206001",1183461,TX,N,CITY OF BOWIE
"28000170001",1160220,MS,N,BURNSVILLE POTW
"28000255001",1160241,MS,N,COLLINS POTW
"28000260002",1160243,MS,N,COLUMBIA POTW - SOUTH
"47001350001",1166203,TN,,SOUTH FULTON WWTP
"47001395001",1166209,TN,Y,"SUNBRIGHT, City of"
"28001578001",1160599,MS,Y,JACKSON COUNTY UTILITY AUTHORITY
"30000000007",3607816,MT,,TOWN OF HOBSON
"47000765001",1166107,TN,,LAFAYETTE WWTP
"47000770001",1166108,TN,,LAFOLLETTE STP
"47000785001",1166111,TN,,"Lawrenceburg, City of"
