"CWNS_ID","FACILITY_ID","STATE_CODE","RESPONSIBLE_ENTITY","AUTHORITY_NAME"
"36004142001",1220805,NY,Y,FLEISCHMANNS (V)
"36004214001",1220809,NY,N,SEWARD (T) SEWER DISTRICT
"17000323001",1113589,IL,N,"EAST PEORIA STP #1, CITY OF"
"17000323003",1113591,IL,N,"EAST PEORIA #3 STP, CITY OF"
"17000324001",1113592,IL,N,"HOPEDALE STP, VILLAGE OF"
"36007048001",1221082,NY,Y,PORT BYRON (V)
"36007069001",1221088,NY,N,GREENE (V)
"05000359002",1105174,AR,,"DYESS, CITY OF"
"05000366001",1105181,AR,N,"BASSETT, CITY OF"
"12000104007",3527476,FL,Y,Port of the Islands Community Improvement District
"12000000138",3612647,FL,Y,Port of the Islands Community Improvement District
"17000086001",1113373,IL,N,VILLAGE OF ASHTON
"17000089001",1113375,IL,N,"ROYAL LAKES STP, VILLAGE OF"
"17000094001",1113378,IL,N,GOLCONDA CIVILIAN CONSERVATION
"17000097001",1113380,IL,N,"CLAY CITY WWTP, VILLAGE OF"
"17000102001",1113385,IL,N,SANGAMON VALLEY PWD STP
"17000112002",1113395,IL,,URBANA-CHAMPAIGN SD
"17000122001",1113401,IL,N,"OGDEN STP, VILLAGE OF"
"17000133001",1113406,IL,,"BARRINGTON STP, VILLAGE OF"
"17000145001",1113419,IL,N,"ELWOOD STP, VILLAGE OF"
"39000370001",1080783,OH,,CITY OF NAPOLEON
"39000387001",1080800,OH,N,VILLAGE OF COLDWATER
"18004172001",1120334,IN,N,WALTON MUNICIPAL STP
"39000391001",1080804,OH,N,VILLAGE OF ANTWERP
"18004174001",1120336,IN,,GALVESTON WASTEWATER TREATMENT PLANT
"39000462001",1080812,OH,,VILLAGE OF BARNESVILLE
"18004211001",1120339,IN,,CLAY CITY MUNICIPAL WWTP
"39000504001",1080813,OH,Y,VILLAGE OF BATAVIA
"39000553001",1080816,OH,N,VILLAGE OF BEALLSVILLE
"18004233001",1120342,IN,,MICHIGANTOWN WWTP
"18004254001",1120346,IN,,MILLTOWN MUNICIPAL WWTP
"48004203001",1227851,TX,N,CITY OF BELLEVUE
"48004211001",1227854,TX,N,CITY OF DAWSON
"48004214001",1227855,TX,N,CITY OF GRAHAM
"48004220001",1227856,TX,N,CITY OF NEWARK
"23000007001",1142437,ME,N,CITY OF BIDDEFORD
"23000007002",1142438,ME,N,CITY OF BIDDEFORD
"23000007001",1142437,ME,,CITY OF BIDDEFORD
"48004221001",1227857,TX,N,CITY OF OLNEY
"23000009001",1142440,ME,,CARIBOU UTILITIES DISTRICT
"48004225001",1227858,TX,N,CITY OF SEYMOUR
"48005017002",1227870,TX,N,CITY OF GREENVILLE
"48005022004",1227873,TX,N,CITY OF SULPHUR SPRINGS
"48005030001",1227875,TX,N,CITY OF TATUM
"48005059001",1227879,TX,N,CITY OF DETROIT
"48005094001",1227885,TX,N,CITY OF QUITMAN
"23000028001",1142461,ME,Y,CASTINE TOWN OF
"48005099001",1227887,TX,N,CITY OF TRENTON
"25000232001",1092516,MA,Y,Oxford-Rochdale Sewer District
"38000321001",1151557,ND,Y,"Solen, City Of"
"33000249001",3534876,NH,Y,Town of Danville
"50000006001",1094057,VT,,"Barton Village, Inc."
"38000183001",1151426,ND,Y,"GALESBURG, CITY OF"
"38000269001",1151509,ND,Y,"NEWBURG, CITY OF"
"38000311001",1151548,ND,Y,"St. John, City Of"
"42005002001",1196445,PA,Y,MIDLAND BORO MUN AUTH
"42005059001",1196550,PA,Y,ROSTRAVER TWP SEW AUTH
"55003062001",1206428,WI,N,HOWARDS GROVE VILLAGE
"55000719001",1206108,WI,N,BROWNSVILLE SEWAGE TREATMENT P
"19000542001",1123929,IA,N,MASON CITY
"19000000131",3608536,IA,Y,MASON CITY
"55009634001",1206902,WI,N,BLOOMFIELD MANOR
"55009638001",1206903,WI,N,MERCER SANITARY DISTRICT
"55009645001",1206906,WI,,IXONIA SANITARY DISTRICT #1
"55009669001",1206917,WI,N,KOSSUTH SANITARY DISTRICT NO 2
"55009672001",1206919,WI,N,ROCKLAND SANITARY DISTRICT 1
"55009684001",1206921,WI,N,ROZELLVILLE SANITARY DISTRICT
"55009711001",1206931,WI,N,LITTLE SUAMICO SANITARY DISTRI
"55009714001",1206933,WI,N,THREE LAKES SANITARY DISTRICT
"19000570001",1123952,IA,N,MISSOURI VALLEY CITY OF STP
"55009718001",1206936,WI,N,LAKELAND SAN DIST 1 WOODRUFF M
"55009740001",1206940,WI,N,OGEMA SANITARY DISTRICT
"55009764001",1206946,WI,N,PLYMOUTH TOWN SANITARY DISTRIC
"55009780001",1206950,WI,N,KRAKOW SANITARY DISTRICT
"55009787001",1206954,WI,N,KNIGHT TOWN
"55009789001",1206955,WI,N,GIBBSVILLE SANITARY DISTRICT
"55009790002",1206957,WI,N,ONION RIVER WASTEWATER COMMISS
"55009806002",1206966,WI,N,JOHNSONVILLE FOODS
"55009820001",1206970,WI,N,LYONS SANITARY DISTRICT NO 2
"55009842001",1206974,WI,N,NORTH LAKE POYGAN SANITARY DIS
"19000596001",1123978,IA,N,CITY OF MT. VERNON STP
"55009856001",1206977,WI,N,ARPIN VILLAGE
"55009860001",1206979,WI,N,BLENKER SHERRY SAN DIST
"55009891001",1206985,WI,N,BELOIT TOWN
"55009898001",1206988,WI,N,WOLF TREATMENT PLANT
"55009904001",1206993,WI,N,LAONA SANITARY DISTRICT NO. 1
"55009942001",1207007,WI,N,CHELSEA SANITARY DISTRICT
"55009943001",1207008,WI,N,LAND O LAKES SANITARY DISTRICT
"55009945001",1207010,WI,N,EMERALD GLENWOOD TNS SAN DIST
"55009947001",1207012,WI,N,POY SIPPI SANITARY DISTRICT
"55009997001",1207019,WI,N,ELCHO SANITARY DISTRICT # 1
"24000001005",1214118,MD,,MS4 BALTIMORE CITY
"24000002013",1214131,MD,,MS4 BALTIMORE COUNTY
"24000003002",1214133,MD,,ANNE ARUNDEL DEPT. PUBLIC WORK
"19000640001",1124013,IA,N,ONAWA - WWTP
"19000643001",1124016,IA,N,ORANGE CITY CITY OF STP
"19000647001",1124020,IA,N,OSAGE STP
"19000648001",1124021,IA,N,OSCEOLA CITY OF STP
"08000119001",1066919,CO,Y,PERRY PARK W&SD
"08000000226",3608908,CO,Y,PERRY PARK W&SD
"08000155001",1066950,CO,N,TRI-LAKES WASTEWATER TRMT FAC.
"08000164001",1066959,CO,N,SUMMIT COUNTY BD OF COMMISS
"08000168001",1066963,CO,,AVONDALE WATER & SAN DISTRICT
"08000174001",1066968,CO,N,CUCHARAS SAN & WATER DISTRICT
"54000000136",3613369,WV,Y,SPENCER CITY OF
"54004402001",1095233,WV,N,SPENCER CITY OF
"08000180001",1066974,CO,N,SOUTHERN UTE INDIAN TRIBE  (E)
"08000198001",1066990,CO,N,"LOVELAND, CITY OF"
"08000200001",1066992,CO,N,CITY OF BRIGHTON
"54004801002",1095264,WV,Y,FRIENDLY PSD
"08000204001",1066995,CO,Y,"Fraser, Town of"
"08000000149",3608677,CO,Y,"Fraser, Town of"
"08201200036",3528956,CO,Y,"Fraser, Town of"
"53001065001",1180901,WA,Y,Redmond City of
"53200802079",3507352,WA,Y,Redmond City of
"34001075001",2856164,NJ,Y,North Arlington – Lyndhurst Jt Sewer Meeting
"51000266002",1192893,VA,N,Dungannon STP
"51000266003",1192894,VA,N,Nickelsville WWTP
"51000267001",1192896,VA,,ST Paul Aerated Lagoon
"51001307001",1193016,VA,Y,Rapidan Service Authority - Ma
"50000050001",1094100,VT,,"Orwell, Town of"
"50000051001",1094101,VT,,Vermont Utility Management Services
"17000147001",1113421,IL,,BONNIE BRAE FOREST MANOR SD
"17000148001",1113422,IL,,FRANKFORT WEST WWTP
"17000153001",1113429,IL,N,"ROCKDALE STP, VILLAGE OF"
"17000154001",1113430,IL,,"NEW LENOX STP #1, VILLAGE OF"
"17000155001",1113432,IL,N,VILLAGE CHANNAHON
"17000158001",1113437,IL,,SALT CREEK SD STP
"17000000138",3613634,IL,Y,BENSENVILLE
"29001114001",1133395,MO,,DELTA WASTEWATER TREATMEN
"29001117001",1133398,MO,,City of Clark
"29001120001",1133401,MO,,City of Browning
"29001123001",1133403,MO,Y,City of Blackburn
"29001124001",1133404,MO,,Knox County PWSD#1
"29001128001",1133408,MO,,City of Ash Grove
"29001139001",1133421,MO,,City of Dearborn
"36003091001",1220513,NY,,ORANGETOWN (T)
"29001163001",1133487,MO,,City of Excelsior Springs
"29001156001",1133481,MO,,City of Excelsior Springs
"36003100001",1220527,NY,,SUFFERN (V)
"29001189002",1133514,MO,,NEPSD - TERRY JEAN ACRES
"29001215001",1133546,MO,,City of Creighton
"29001216001",1133547,MO,,City of Drexel
"21000370001",1139762,KY,,WICKLIFFE STP
"21000372001",1139763,KY,,WINGO STP
"48004006001",1227833,TX,N,CITY OF FARMERSVILLE
"21000384001",1139774,KY,,FANCY FARM WATER DIST STP
"21000385001",1139775,KY,,MILLSTONE ALTERNATIVE TRMT SYS
"21000387001",1139776,KY,,MARSHALL CO SANIT DIST #2
"48004048001",1227837,TX,N,CITY OF DENTON
"21000398001",1139784,KY,,MONTGOMERY CO SANIT DIST #2
"21000458001",1139790,KY,,MCCREARY CO STP
"21000541001",1139830,KY,,FLEMING NEON STP
"21000554001",1139841,KY,,OAK GROVE STP
"48004064001",1227841,TX,N,CITY OF BARDWELL
"48004077001",1227844,TX,N,CITY OF COLLINSVILLE
"48004078004",1227845,TX,N,CITY OF DENISON (PAW PAW)
"21009701001",1139892,KY,,CYNTHIANA STP (NEW)
"51000080004",1192669,VA,Y,Blacksburg VPI Sanitation Auth
"51000089001",1192676,VA,Y,Ferrum Water and Sewage Authority
"31000245001",1145798,NE,,BENEDICT WWTF
"51000094001",1192678,VA,Y,Southampton County
"51000095001",1192680,VA,Y,Southampton County
"31000315001",1145806,NE,,BRADSHAW WASTEWATER LAGOONS
"31000370001",1145813,NE,,BRUNING WWTF
"31000385001",1145816,NE,,BURCHARD WWTF
"31000400001",1145821,NE,,BURWELL WWTF
"31000415001",1145823,NE,,BYRON WWTF
"31000431001",1145825,NE,N,ARAPAHOE WWTF
"31000432001",1145826,NE,,BEAVER CITY WWTF
"31000434001",1145828,NE,,HOLBROOK WWTF
"31000440001",1145829,NE,,CARLETON WWTF
"31000450001",1145830,NE,,CEDAR BLUFFS WASTEWATER TREATMENT FACILITY
"31000453001",1145832,NE,,COLON WWTF
"31000485001",1145834,NE,,CHAPMAN WWTF
"31000490001",1145835,NE,,CHAPPELL WWTF
"31000500002",434652,NE,Y,CLARKS WWTF
"31000500001",1145836,NE,,CLARKS WWTF
"31000505001",1145837,NE,,CLARKSON WWTF
"31000555001",1145841,NE,,CONCORD WWTF
"31000560001",1145842,NE,,COOK WWTF
"31000632001",1145849,NE,,BRIDGEPORT WWTF
"31000635001",1145850,NE,,CULBERTSON WASTEWATER TREATMENT FACILITY
"31000665001",1145853,NE,,DANNEBROG WASTEWATER TREATMENT FACILITY
"31000680001",1145854,NE,,DAVEY WWTF
"31000705001",1145857,NE,,DENTON WWTF
"51000128001",1192707,VA,,Fries WWTP
"51000130001",1192710,VA,N,Galax WWTP
"31000750001",1145862,NE,,DONIPHAN WWTF
"51000135001",1192713,VA,Y,Buckingham County Water System
"31000900001",1145876,NE,,FAIRMONT WWTF
"31000909001",1145879,NE,N,VERDON WWTF
"31000913001",1145881,NE,,SHUBERT WWTF
"31000925001",1145883,NE,,FIRTH WWTF
"31000935001",1145884,NE,,FORT CALHOUN WWTF
"31000952001",1145887,NE,,HOOPER WWTF
"18120000004",3524859,IN,Y,DAWN LAKES REGIONAL SEWER DIST
"55000180080",1206050,WI,N,DODGE SANITARY DISTRICT NO 1
"17002075001",3525796,IL,Y,Village of Bartonville
"17000000110",3612433,IL,Y,Village of Bartonville
"18120000020",3525056,IN,,BROOKSBURG WWTP
"18120000031",3525067,IN,Y,"MT ETNA, Town of"
"18120000035",3525071,IN,Y,OLDENBURG WWTP
"18003260001",1120302,IN,,MOROCCO WWTP
"18120000038",3525096,IN,Y,"SALAMONIA WWTP, TOWN OF"
"18003340001",1120310,IN,Y,SOUTH  HENRY REGIONAL WASTE DISTRICT
"18004664001",1120395,IN,Y,SOUTH  HENRY REGIONAL WASTE DISTRICT
"05000285001",1105113,AR,Y,Oakhaven
"18120000047",3525124,IN,Y,"CORYDON, City of"
"18120000053",3525140,IN,Y,TIPTON/GETRAG DIVISION E WASTEWATER TREATMENT PLAN
"19001989001",3526436,IA,Y,"Johnston, City of"
"18004836001",1120421,IN,N,TOWN OF SANDBORN WWTP
"55000270001",1206057,WI,N,BAGLEY VILLAGE
"34001454001",1073489,NJ,Y,West Orange Township
"34001454011",442859,NJ,Y,West Orange Township
"17000564001",1113841,IL,N,Village of Harwood Heights
"56000077001",1194832,WY,N,"MEETEETSE, TOWN OF"
"55000310001",1206062,WI,N,BARABOO CITY WWTF
"55000320001",1206063,WI,N,BARNEVELD WASTEWATER TREATMENT
"55000360050",1206067,WI,N,GRAND VIEW SANITARY DISTRICT
"55000380001",1206069,WI,N,BEAVER DAM CITY WWTF
"55000430001",1206076,WI,N,BELMONT VILLAGE
"55000500001",1206080,WI,N,BIRNAMWOOD VILLAGE
"55000520001",1206083,WI,N,BLACK CREEK VILLAGE
"55000540001",1206086,WI,N,BLACK RIVER FALLS CITY
"55000570001",1206088,WI,N,BLOOMER CITY
"55000610001",1206091,WI,N,BOAZ VILLAGE
"55000630001",1206094,WI,N,BOSCOBEL CITY
"55000690001",1206099,WI,N,BRODHEAD CITY
"55000700001",1206100,WI,N,BROKAW VILLAGE OF
"55000708001",1206102,WI,N,BROOKFIELD FOX WATER POLLUTION
"37004903001",1153450,NC,Y,Town of Harmony
"18005271001",1120475,IN,Y,Valparaiso Lakes Conservancy District
"56000199001",3526476,WY,Y,Crestview HOA
"39008081001",3529437,OH,Y,City of Norton
"39000319001",1080730,OH,N,VILLAGE OF LOUDONVILLE
"39000328001",1080738,OH,N,"MT BLANCHARD, CORPORATION"
"39000333001",1080744,OH,N,VILLAGE OF HOYTVILLE
"18003310001",1120307,IN,N,AKRON MUNICIPAL STP
"39000340001",1080751,OH,N,VILLAGE OF NEW LONDON
"39000342001",1080753,OH,N,VILLAGE OF LINDSEY
"39000343001",1080754,OH,N,VILLAGE OF ATTICA
"39000350001",1080760,OH,,VILLAGE OF WOODVILLE
"39000352001",1080763,OH,N,VILLAGE OF HICKSVILLE
"18003400001",1120315,IN,,MENTONE WWTP
"18003410001",1120316,IN,,MARENGO MUNICIPAL WWTP
"18003420001",1120317,IN,,LAUREL WWTP
"39000354001",1080765,OH,N,VILLAGE OF SHERWOOD
"18004051001",1120319,IN,Y,"HOPE, Town of"
"39000361001",1080772,OH,N,VILLAGE OF CENTERBURG
"18004075001",1120324,IN,,OTTERBIEN MUNICIPAL STP
"18004101001",1120326,IN,,BUNKER HILL WWTP
"18004111001",1120327,IN,,AVILLA WWTP
"39000362001",1080774,OH,N,VILLAGE OF GAMBIER
"39000364002",1080777,OH,N,EARTH TECH
"05000348001",1105163,AR,,"OXFORD, CITY OF - WWTP"
"05000352001",1105167,AR,,"KINGSLAND, CITY OF"
"05000353001",1105168,AR,Y,Imboden
"05000354001",1105169,AR,Y,"HICKORY RIDGE, CITY OF"
"05000000025",3612678,AR,Y,"HICKORY RIDGE, CITY OF"
"05000356001",1105171,AR,N,"GRUBBS, CITY OF - WASTEWATER TREATMENT FACILITY"
"45000607004",1157223,SC,N,GSW&SA/GEORGE R VEREEN WWTP
"55002130001",1206285,WI,N,HAZEL GREEN VILLAGE
"45000607008",1157225,SC,N,GSW&SA/LONGS WWTP
"45000609002",1157229,SC,N,LAURENS CO W&S/CLINTON-JOANNA
"55002137001",1206287,WI,N,CLOVER SANITARY DISTRICT
"45000614006",1157240,SC,N,REWA/LOWER REEDY RIVER WWTP
"45000614007",1157241,SC,N,REWA/MAULDIN RD WWTP
"45000614030",1157246,SC,N,REWA/DURBIN CREEK WWTP
"45000614050",1157248,SC,N,REWA/GILDER CK WWTP
"45000621001",1157267,SC,,EAST RICH CO PSD/GILLS CREEK
"55002155001",1206291,WI,N,HILLPOINT SANITARY DISTRICT
"55002200001",1206296,WI,N,HORICON CITY
"55002210001",1206297,WI,N,HORTONVILLE VILLAGE
"55002215001",1206298,WI,N,HUB ROCK SANITARY DIST NO.1
"55002240001",1206301,WI,N,HUSTISFORD SEWAGE TREATMENT PL
"55002290001",1206303,WI,N,IRON RIDGE SEWAGE TREATMENT PL
"55002345001",1206309,WI,N,JUDA SANITARY DISTRICT
"36003062003",1220464,NY,Y,NYC DEPT OF ENVIR PROTECTION
"29001080001",1133361,MO,Y,City of Braymer
"55003060001",1206427,WI,N,MILLADORE VILLAGE OF
"17000164001",1113444,IL,,WHEATON SANITARY DISTRICT WWTF
"36004051001",1220749,NY,,ST JOHNSVILLE (V)
"36004052001",1220750,NY,Y,RICHMONDVILLE (V)
"36004055001",1220753,NY,Y,HOOSICK FALLS (V)
"36004063006",3525256,NY,Y,ALBANY WATER BOARD
"36004101001",1220786,NY,N,NYC DEPT OF ENVIR PROTECTION
"17000242001",1113522,IL,N,TEST INC
"36004101002",1220787,NY,N,NYC DEPT OF ENVIR PROTECTION
"17000260001",1113537,IL,N,"DUPO STP, VILLAGE OF"
"36004102002",1220789,NY,N,SCHODACK (T) SD NO.8
"21000348001",1139751,KY,,SOUTH SHORE STP
"21000351001",1139753,KY,Y,CITY OF STANTON
"21000357001",1139756,KY,,CITY OF TOMPKINSVILLE
"21000361001",1139759,KY,,VICCO STP
"21000376003",1139766,KY,,PADUCAH-MCCRACKEN JOINT SEW AG
"42005041001",1196518,PA,Y,PETERS TOWNSHIP SAN AUTH
"42005041002",1196519,PA,Y,PETERS TOWNSHIP SAN AUTH
"21000377001",1139767,KY,,CITY OF WORTHINGTON
"21000380001",1139770,KY,,WURTLAND Wastewater Collection
"42005058001",1196547,PA,Y,NORTH HUNTINGDON TWP MUN AUTH
"24000090017",1214411,MD,,MARYLAND ENVIRONMENTAL SERVICE
"24000000036",3613506,MD,Y,MARYLAND ENVIRONMENTAL SERVICE
"24000090018",1214412,MD,N,MARYLAND ENVIRONMENTAL SERVICE
"24000090029",1214416,MD,N,MARYLAND ENVIRONMENTAL SERVICE
"24000090030",1214417,MD,,MAYOR & COUNCIL OF PORT DEPOST
"24000090041",1214418,MD,N,ASSATEAQUE ISLAND SEASHORE
"24000092001",1214423,MD,N,TOWN COMMISSIONERS OF SECRETAR
"13000000118",3607031,GA,Y,City of Louisville
"13000717002",1109544,GA,Y,Monticello
"13000000828",3613249,GA,Y,Monticello
"13000717001",1109543,GA,Y,Monticello
"13000000114",3607027,GA,Y,Monticello
"48007040001",1183858,TX,N,MONTGOMERY CO. MUD #18
"48007040002",1183859,TX,N,CITY OF HUMBLE - SOUTH
"48007040801",3540518,TX,Y,CITY OF HUMBLE - SOUTH
"48007041001",1183861,TX,N,CITY OF JACINTO CITY WWTP
"48007043001",1183863,TX,N,CITY OF LA PORTE
"48007046001",1183864,TX,N,MEMORIAL VILLAGES WATER AUTH.
"48007048003",1183868,TX,N,CITY OF PASADENA
"48007049001",1183870,TX,N,CITY OF SEABROOK
"48007053001",1183874,TX,N,HARRIS COUNTY MUD NO. 180*
"48007054001",1183875,TX,N,CITY OF WALLER
"48007056001",1183876,TX,N,CITY OF WEST UNIVERSITY PLACE
"48007057001",1183877,TX,N,CITY OF CLEVELAND
"48007057002",1183878,TX,N,CITY OF CLEVELAND WEST WASTEWATER PLANT
"48007059003",1183882,TX,N,CITY OF DAYTON
"48007060002",1183883,TX,N,CITY OF HUXLEY WTP
"48007061001",1183884,TX,N,CITY OF COROE REGIONAL WWTF
"48007063002",1183887,TX,N,CITY OF BELVIEU
"48007064002",1183888,TX,N,KLEINWOOD JOINT POWERS BOARD
"48007064003",1183889,TX,N,TRESCHWIG JOINT POWERS*
"48007064008",1183890,TX,N,GULF COAST WASTE DISPOSAL AUTH
"48007064004",3537876,TX,Y,GULF COAST WASTE DISPOSAL AUTH
"48007046007",3537776,TX,Y,GULF COAST WASTE DISPOSAL AUTH
"48007046006",3537816,TX,Y,GULF COAST WASTE DISPOSAL AUTH
"48007064009",3538016,TX,Y,GULF COAST WASTE DISPOSAL AUTH
"48007064041",1183893,TX,N,WHITE OAK BAYOU JOINT POWERS BOARD
"48007069001",1183897,TX,N,CLEAR LAKE CITY WATER AUTH.
"48007071001",1183898,TX,N,FORT BEND COUNTY WCID NO. 2
"48007072001",1183899,TX,N,BAYVIEW MUD
"48007075001",1183901,TX,N,BRAZORIA COUNTY FWSD NO. 1
"48007079001",1183903,TX,N,CITY OF JAMAICA BEACH
"48007081001",1183905,TX,N,GALVESTON COUNTY FWSD NO. 6
"48007083001",1183906,TX,N,GALVESTON CO. MUD NO. 12
"48007085001",1183908,TX,N,HARRIS COUNTY F.W.S.D. NO. 6
"48007089001",1183912,TX,N,HARRIS COUNTY FWSD NO. 51
"48007090001",1183913,TX,N,HARRIS COUNTY FWSD NO. 52
"48007094001",1183916,TX,N,CITY OF KENDLETON
"48007095001",1183917,TX,N,HARRIS COUNTY MUD NO. 11
"48007096001",1183918,TX,N,FORT BEND COUNTY MUD NO. 30
"48007098001",1183920,TX,N,HARRIS COUNTY WCID
"48007099001",1183921,TX,N,HARRIS COUNTY WCID NO. 21
"48007118001",1183935,TX,N,SEVERN TRENT ENVIRONMENTAL
"48007120001",1183936,TX,N,ERCI THIRY
"48007126001",1183941,TX,N,FORT BEND COUNTY MUD #37
"48007128001",1183942,TX,N,NORTH MISSION GLEN MUD
"18005354001",1120487,IN,N,RIDGEVILLE WWTP
"18005355001",1120488,IN,N,PARKER CITY WWTP
"18005471001",1120497,IN,Y,"CHRISNEY, Town of"
"18005472001",1120498,IN,,DALE WWTP
"18005473001",1120499,IN,,GENTRYVILLE MUNICIPAL WWTP
"18005476001",1120501,IN,N,SANTA CLAUS MUNICIPAL STP
"18005731001",1120507,IN,N,TENNYSON WWTP
"18005753001",1120509,IN,,NEW PEKIN WASTEWATER TREATMENT PLANT
"18005811001",1120513,IN,Y,BROOKSTON WWTP
"18005812001",1120514,IN,,CHALMERS MUNICIPAL WWTP
"18005831001",1120516,IN,,CHURUBUSCO WWTP
"18005835001",1120518,IN,N,TRI LAKES REGIONAL SEWER DISTRICT
"18005995011",1120522,IN,,GOSPORT MUNICIPAL WWTP
"15000001001",1123257,HI,,"HAWAII, COUNTY OF"
"15000003002",1123267,HI,Y,"HONOLULU, CITY & COUNTY"
"15000003022",1123275,HI,Y,"HONOLULU, CITY & COUNTY"
"15000003021",1123274,HI,Y,"HONOLULU, CITY & COUNTY"
"15000003019",1123273,HI,Y,"HONOLULU, CITY & COUNTY"
"15000003001",1123266,HI,Y,"HONOLULU, CITY & COUNTY"
"15000003012",1123272,HI,Y,"HONOLULU, CITY & COUNTY"
"15000003010",1123270,HI,Y,"HONOLULU, CITY & COUNTY"
"15000003023",3613057,HI,Y,"HONOLULU, CITY & COUNTY"
"15000003011",1123271,HI,Y,"HONOLULU, CITY & COUNTY"
"16000005001",1128550,ID,N,CITY OF BOISE
"16000007001",1128554,ID,,CITY OF IDAHO FALLS
"16000009002",3605676,ID,,CITY OF CALDWELL
"16000009001",1128557,ID,N,CITY OF CALDWELL
"16000017001",1128564,ID,N,CITY OF SODA SPRINGS
"16000023001",1128570,ID,N,CITY OF RIRIE
"39006612001",3510983,OH,N,EARNHART HILL WATER DISTRIC
"16000028001",1128575,ID,,CITY OF FRANKLIN
"18002170002",3515277,IN,N,PERU UTILITIES - GRISSOM DIVISION
"26002050001",1088738,MI,N,BLISSFIELD WWTP
"26002056001",1088740,MI,N,ONSTED WWTP
"26002047001",1088737,MI,N,STEPHENSON WWTP
"26002058001",1088742,MI,N,MARION WWSL
"26002071001",1088747,MI,N,HARRISVILLE WWSL
"26002076001",1088751,MI,N,HILLMAN WWSL
"26002080001",1088755,MI,N,CUSTER WWSL
"29002252001",1133749,MO,,City of Cardwell
"26002089001",1088761,MI,N,GALIEN WWSL
"29002258001",1133754,MO,Y,Kennett Board of Public Works
"26002093001",1088765,MI,N,GALIEN RIVER SD AUTH WWTP
"21000171001",1139612,KY,N,BLOOMFIELD STP
"30000003001",1159079,MT,N,CITY OF WHITEFISH
"30000008001",1159082,MT,N,CITY OF COLUMBIA FALLS
"30000009001",1159083,MT,N,CITY OF PLENTYWOOD
"30000011001",1159085,MT,N,CITY OF FORT BENTON
"30000014001",1159086,MT,N,CITY OF BIG TIMBER
"30000016001",1159088,MT,N,CITY OF TOWNSEND
"30000019001",1159090,MT,N,TOWN OF BOULDER
"48007004001",1183773,TX,N,CITY OF BRAZORIA
"48007006001",1183775,TX,N,CITY OF CLUTE
"48007008001",1183777,TX,N,JACKRABBIT ROAD PUD
"34008610011",442592,NJ,Y,Lafayette Township
"48007012001",1183781,TX,N,CITY OF PEARLAND
"48007012801",3532376,TX,N,CITY OF PEARLAND
"18003360001",1120312,IN,N,ROSEDALE MUNICIPAL STP
"18003370001",1120313,IN,N,PLAINVILLE MUNICIPAL WWTP
"48007032001",1183813,TX,N,CITY OF TEXAS CITY
"48007033003",1183815,TX,N,CITY OF BAYTOWN/EAST DISTRICT
"48007035001",1183816,TX,N,CROSBY SEWER TREATMNET PLANT
"48007036001",1183817,TX,N,CITY OF DEER PARK
"18003430001",1120318,IN,,KIRKLIN WWTP
"18120000025",3525061,IN,Y,GLENWOOD WWTP
"39007623001",1081545,OH,N,CITY OF SHELBY
"39007644001",1081547,OH,N,VILLAGE OF SHILOH
"54000602001",1094743,WV,N,CULLODEN PSD
"39007707001",1081551,OH,N,CITY OF SOLON
"39007756001",1081557,OH,N,VILLAGE OF SOUTH CHARLESTON
"38000000089",3612044,ND,Y,"GARRISON, CITY OF"
"38000184001",1151427,ND,Y,"GARRISON, CITY OF"
"39007847001",1081565,OH,N,VILLAGE OF SPENCERVILLE
"39007868001",1081566,OH,N,CITY OF SPRINGBORO
"54001002001",1094761,WV,N,ARBUCKLE PSD
"39007987001",1081571,OH,N,STRASBURG S T P
"54001013001",1094767,WV,Y,MONTGOMERY CITY OF
"54000000284",3614155,WV,Y,MOUNT HOPE CITY OF
"39008036001",1081577,OH,,VILLAGE OF SUGAR GROVE
"39008072005",1081582,OH,,SUMMIT COUNTY COMMISSIONERS
"39008072006",1081583,OH,,SUMMIT COUNTY COMMISSIONERS
"54000000211",3613469,WV,Y,PAX TOWN OF
"54001030001",1094780,WV,N,PAGE-KINCAID PSD
"26000714001",1088622,MI,N,SALEM TWP WWTP
"26000715001",1088623,MI,N,SALINE WWTP
"26000722001",1088626,MI,N,CHELSEA WWTP
"26000727002",1088628,MI,N,YCUA REGIONAL WWTP
"26000801001",1088629,MI,N,CARLETON WWTP
"26000807001",1088631,MI,N,DUNDEE WWTP
"26000815001",1088632,MI,N,LUNA PIER WWTP
"26000817001",1088634,MI,N,MONROE METRO WWTP
"26000902001",1088638,MI,N,BIRCH RUN WWSL
"26000907001",1088641,MI,N,BRIDGEPORT TWP WWTP
"26000908001",1088643,MI,N,BUENA VISTA TWP WWTP
"26000912001",1088644,MI,N,CHESANING WWTP
"26000918001",1088646,MI,N,MERRILL WWSL
"26000923001",1088647,MI,N,RICHLAND TWP WWSL
"26000924001",1088648,MI,N,SAGINAW WWTP
"26000925001",1088649,MI,N,SAGINAW TWP WWTP
"26000927001",1088651,MI,N,ST CHARLES WWSL
"26000935001",1088656,MI,N,FRANKENMUTH WWTP
"26001002001",1088658,MI,N,BAY CITY WWTP
"26001004001",1088662,MI,N,ESSEXVILLE WWTP
"26001014001",1088663,MI,N,PINCONNING WWTP
"29002001001",1133621,MO,Y,City of Mound City
"26001018001",1088665,MI,N,WEST BAY CO REGIONAL WWTP
