"CWNS_ID","FACILITY_ID","STATE_CODE","CURRENT_EFFLUENT_TREATMENT_LEVEL","CURRENT_DISINFECTION_FLAG","FUTURE_EFFLUENT_TREATMENT_LEVEL","FUTURE_DISINFECTION_FLAG"
"31001540001",3343800,NE,,,Secondary,N
"54003916001",3395395,WV,Secondary,N,Advanced,N
"30000071001",1159134,MT,Secondary,N,Secondary,N
"55004331000",3500318,WI,,,,
"19000074001",1123515,IA,Advanced,N,Advanced,N
"19000092001",1123531,IA,Secondary,N,Secondary,N
"19000178001",1123601,IA,Secondary,N,Advanced,Y
"19000348001",1123750,IA,Advanced,N,Advanced,Y
"19000372001",1123770,IA,Secondary,N,Advanced,Y
"19000519001",1123909,IA,Secondary,N,Secondary,N
"19000723001",1124087,IA,Secondary,N,Secondary,N
"20000111001",1130120,KS,Secondary,N,Secondary,N
"20000499004",1130318,KS,Secondary,N,Secondary,N
"20000513001",1130337,KS,Advanced,Y,Advanced,Y
"20000901001",1130418,KS,Secondary,N,Secondary,N
"20000931001",1130443,KS,Secondary,N,Secondary,N
"20001010001",1130487,KS,Secondary,N,Secondary,N
"20001101001",1130497,KS,Secondary,N,Secondary,N
"55000320001",1206063,WI,Advanced,Y,Advanced,Y
"55004750001",1206656,WI,Secondary,Y,Secondary,Y
"55008440010",1206831,WI,,,,
"55008920001",1206849,WI,Advanced,Y,Advanced,Y
"36001020001",1220293,NY,Advanced,Y,Advanced,Y
"36001022001",1220297,NY,Advanced,Y,Advanced,Y
"36003001001",1220320,NY,,,Advanced,Y
"36003023001",1220377,NY,Secondary,Y,Secondary,Y
"36003032001",1220389,NY,Advanced,Y,Advanced,Y
"36004044001",1220745,NY,Secondary,Y,Secondary,Y
"36004064002",1220763,NY,Advanced,Y,Advanced,Y
"36004103001",1220795,NY,,,Secondary,N
"51000213001",1192831,VA,Secondary,Y,Secondary,Y
"51000266002",1192893,VA,Secondary,N,Secondary,N
"56000066001",1194823,WY,Secondary,N,Secondary,N
"56000095001",1194843,WY,Secondary,Y,Secondary,Y
"42005004001",1196448,PA,Advanced,N,Advanced,N
"55001290082",1206168,WI,Secondary,N,Secondary,N
"55002500001",1206339,WI,Advanced,Y,Advanced,Y
"55002900001",1206396,WI,Secondary,Y,Secondary,Y
"55004680001",1206647,WI,Secondary,Y,,
"30300299001",3536076,MT,Advanced,Y,Advanced,Y
"29003473002",3536796,MO,Advanced,Y,Advanced,Y
"21000019000",3542737,KY,Secondary,Y,,
"53320000001",374154,WA,Advanced,Y,Advanced,Y
"47000142001",402762,TN,Secondary,Y,Secondary,Y
"27009407001",1148485,MN,Secondary,Y,Secondary,Y
"38000025001",1151278,ND,Secondary,N,Secondary,N
"38000104001",1151354,ND,Secondary,N,Secondary,N
"38000259001",1151499,ND,Secondary,N,Secondary,N
"38000298001",1151538,ND,Secondary,N,Secondary,N
"38000316001",1151552,ND,Secondary,N,Secondary,N
"37005004001",1153459,NC,Advanced,Y,Advanced,Y
"29001183020",3500600,MO,Secondary,N,,
"50000049001",1094099,VT,Advanced,Y,Advanced,Y
"54000209001",1094704,WV,Secondary,N,Secondary,N
"01000174001",1102008,AL,Secondary,Y,Secondary,Y
"01000205001",1102044,AL,Advanced,Y,Advanced,Y
"01000207001",1102045,AL,Secondary,N,Secondary,N
"05000449001",1105239,AR,Advanced,Y,Advanced,Y
"13000088001",1109091,GA,Secondary,Y,Secondary,Y
"13000720001",1109546,GA,Secondary,Y,Secondary,Y
"13000867001",1109692,GA,Advanced,Y,Advanced,Y
"17000017001",1113310,IL,Secondary,N,Secondary,N
"17000064001",1113352,IL,Advanced,N,Advanced,N
"36006084001",1220998,NY,Secondary,N,Secondary,Y
"36006097002",1221014,NY,Advanced,N,Advanced,Y
"36007136008",1221121,NY,Advanced,Y,Advanced,Y
"48002075001",1227798,TX,Secondary,Y,Secondary,Y
"48003067001",1227810,TX,Secondary,Y,Secondary,Y
"48003095001",1227820,TX,Secondary,Y,Secondary,Y
"48003207001",1227829,TX,Secondary,Y,Secondary,Y
"48006055001",1227900,TX,Secondary,Y,Secondary,Y
"48007818001",1227936,TX,Secondary,Y,Secondary,Y
"55000990001",1229153,WI,Advanced,Y,Advanced,Y
"31001468001",1230225,NE,Secondary,N,Secondary,N
"20000310001",1230873,KS,Advanced,Y,Advanced,Y
"20001535001",1230948,KS,Secondary,N,Secondary,N
"39000047001",1080471,OH,Advanced,Y,Advanced,Y
"39000264001",1080680,OH,Secondary,Y,Secondary,Y
"39000272001",1080688,OH,Advanced,Y,Advanced,Y
"39002471001",1081002,OH,Advanced,Y,Advanced,Y
"39002912001",1081050,OH,Advanced,Y,Advanced,Y
"39003059001",1081082,OH,Secondary,N,Secondary,N
"39005859001",1081323,OH,Advanced,Y,Advanced,Y
"39006944001",1081498,OH,Advanced,Y,Advanced,Y
"39009009001",1081692,OH,Advanced,Y,Advanced,Y
"26000155001",1088391,MI,Secondary,N,Secondary,N
"26000158001",1088394,MI,Secondary,N,Secondary,N
"26000327001",1088469,MI,Secondary,N,Secondary,N
"55005100001",1206712,WI,Secondary,Y,Secondary,Y
"21000385004",3542996,KY,Secondary,Y,Secondary,Y
"27044000211",425905,MN,Secondary,Y,Advanced,Y
"48020780001",428136,TX,Secondary,Y,Secondary,Y
"47000175002",1165989,TN,Advanced,Y,Advanced,Y
"22000565001",1168210,LA,Secondary,Y,Secondary,Y
"22003011001",1168293,LA,Advanced,Y,Advanced,Y
"22003121001",1168378,LA,Secondary,Y,Advanced,Y
"22003326001",1168524,LA,Secondary,Y,Secondary,Y
"49000046001",1170401,UT,Secondary,N,Secondary,N
"40000001001",1172414,OK,Advanced,Y,Advanced,Y
"40000020001",1172440,OK,Secondary,N,Secondary,N
"40000165001",1172547,OK,Secondary,N,Secondary,N
"40000173001",1172561,OK,Secondary,N,Secondary,N
"17007307001",3520516,IL,Advanced,Y,Advanced,Y
"17000657001",1113925,IL,Advanced,Y,Advanced,Y
"17003513001",1114152,IL,Secondary,N,Secondary,N
"17003819001",1114176,IL,Secondary,N,Secondary,Y
"17007314001",1114329,IL,Advanced,N,Advanced,N
"17007607001",1114363,IL,Secondary,N,Secondary,N
"18000014001",1120066,IN,Advanced,Y,Advanced,Y
"18000376001",1120174,IN,Advanced,Y,Advanced,Y
"05000801001",3501953,AR,Advanced,Y,Advanced,Y
"48001125008",3515801,TX,Secondary,Y,Secondary,Y
"26002006001",1088699,MI,Advanced,N,Advanced,N
"26003075001",1088881,MI,Advanced,N,Advanced,N
"54002703002",1095007,WV,Secondary,Y,Secondary,Y
"54003703001",1095145,WV,Secondary,Y,Secondary,Y
"48004068001",1183383,TX,Secondary,Y,Secondary,Y
"48004222001",1183474,TX,Secondary,Y,Secondary,Y
"48006013001",1183685,TX,Secondary,Y,Secondary,Y
"48006037001",1183704,TX,Secondary,Y,Secondary,Y
"48007401001",1184062,TX,Secondary,Y,Secondary,Y
"48007873001",1184321,TX,Secondary,Y,Secondary,Y
"51000008001",1192590,VA,Secondary,Y,Secondary,Y
"51000016001",1192599,VA,Secondary,Y,Secondary,Y
"42002011001",1195783,PA,Advanced,N,Advanced,N
"42003053001",1196025,PA,Advanced,N,Advanced,N
"53000292004",1180781,WA,Secondary,Y,Secondary,Y
"53000292006",1180783,WA,Secondary,Y,Secondary,Y
"53002155001",1181040,WA,Secondary,Y,Secondary,Y
"48001104003",1182908,TX,Advanced,Y,Advanced,Y
"48001230001",1183009,TX,Secondary,Y,Secondary,Y
"48004021001",1183337,TX,Secondary,Y,Secondary,Y
"48004106001",1183413,TX,Secondary,Y,Secondary,Y
"48004206001",1183461,TX,Secondary,Y,Secondary,Y
"48004354005",1183522,TX,Secondary,Y,Secondary,Y
"48005048001",1183604,TX,Secondary,Y,Secondary,Y
"48007025001",1183800,TX,Secondary,Y,Secondary,Y
"48007061004",1183886,TX,Secondary,Y,Secondary,Y
"48007164001",1183972,TX,Secondary,Y,Secondary,Y
"48007223001",1184014,TX,Secondary,Y,Secondary,Y
"48007525001",1184122,TX,Secondary,Y,Secondary,Y
"48007569001",1184147,TX,Secondary,Y,Secondary,Y
"48007581001",1184157,TX,Secondary,Y,Secondary,Y
"48007805001",1184279,TX,Secondary,Y,Secondary,Y
"48009507001",1184509,TX,Secondary,Y,Secondary,Y
"51000203001",1192817,VA,Advanced,Y,Advanced,Y
"51000308007",1192949,VA,Advanced,Y,Advanced,Y
"51000346001",1192995,VA,Advanced,N,Advanced,N
"42000020001",1195359,PA,Advanced,N,Advanced,N
"42001074001",1195574,PA,Advanced,N,Advanced,N
"12000088012",3536037,FL,,,Advanced,Y
"35201200020",3539617,NM,Advanced,Y,Advanced,Y
"21000382008",3541457,KY,Secondary,Y,Secondary,Y
"20000280001",1130210,KS,Secondary,N,Secondary,N
"20001012001",1130489,KS,Secondary,N,Secondary,N
"20001218001",1130548,KS,Secondary,Y,Secondary,Y
"20001530001",1130644,KS,Secondary,N,Secondary,N
"29001103001",1133384,MO,Advanced,N,Advanced,Y
"29003240001",1133937,MO,Advanced,N,Advanced,Y
"29003709002",1133999,MO,Secondary,N,Secondary,Y
"29003709003",1134000,MO,Secondary,N,Secondary,N
"29004008001",1134035,MO,Advanced,Y,Advanced,Y
"35000070002",1145082,NM,Secondary,N,Secondary,N
"22003008001",1168291,LA,Advanced,Y,Advanced,Y
"22003184001",1168438,LA,Secondary,Y,Secondary,Y
"40000002002",1172416,OK,Advanced,N,Advanced,N
"40000008001",1172424,OK,Advanced,Y,Advanced,Y
"40000074001",1172492,OK,Secondary,N,Secondary,N
"40000536001",1172751,OK,Secondary,N,Secondary,N
"40000575001",1172767,OK,Secondary,N,Secondary,N
"40000724001",1172840,OK,Secondary,N,Secondary,N
"40000760001",1172855,OK,Secondary,N,Secondary,N
"06005009001",1175529,CA,Advanced,Y,Advanced,Y
"06005010001",1175530,CA,Advanced,Y,Advanced,Y
"06005026001",1175548,CA,Secondary,N,Secondary,N
"06005218001",1175712,CA,Secondary,N,Secondary,N
"06005265001",1175744,CA,Secondary,Y,Secondary,Y
"06005783001",1175853,CA,Secondary,Y,Secondary,Y
"48001052001",1182902,TX,Secondary,Y,Secondary,Y
"55004560001",1206638,WI,Secondary,Y,Advanced,Y
"55004770001",1206660,WI,Advanced,Y,Advanced,Y
"20001209001",1130539,KS,Secondary,N,Secondary,N
"20001210001",1130540,KS,Secondary,N,Secondary,N
"20001317001",1130586,KS,Secondary,Y,Secondary,Y
"20001610001",1130666,KS,Secondary,N,Secondary,N
"20001708001",1130681,KS,Secondary,N,Secondary,N
"29001036002",1133316,MO,Secondary,N,,
"29001076001",1133358,MO,Secondary,N,Advanced,Y
"29001112001",1133393,MO,Advanced,N,Advanced,N
"29001152001",1133477,MO,Advanced,N,Advanced,N
"29001158001",1133483,MO,Advanced,N,Advanced,N
"29002300002",1133774,MO,Advanced,Y,Advanced,Y
"29002504000",1133879,MO,Secondary,N,Secondary,N
"29004036001",1134059,MO,NA,N,,
"21000208001",1139639,KY,Advanced,Y,Advanced,Y
"21009701001",1139892,KY,Secondary,Y,Secondary,Y
"23000103001",1142542,ME,Secondary,N,Secondary,N
"31001125001",1145910,NE,Secondary,N,Secondary,N
"31001701001",1145981,NE,Secondary,Y,Secondary,Y
"31001892001",1146013,NE,Secondary,N,Secondary,N
"31002270001",1146048,NE,Secondary,N,Secondary,N
"31002590001",1146079,NE,Advanced,N,Advanced,N
"31002670001",1146086,NE,Secondary,N,Secondary,N
"29000895001",3534337,MO,Advanced,N,Advanced,N
"29002214003",3536977,MO,Advanced,N,Advanced,Y
"26000220000",3538116,MI,Secondary,Y,Secondary,Y
"36009132001",409151,NY,Secondary,Y,Secondary,Y
"55007023002",1206788,WI,,,,
"31000325001",1145808,NE,Secondary,N,Secondary,N
"31000635001",1145850,NE,Secondary,N,Secondary,N
"31000750001",1145862,NE,Secondary,N,Secondary,N
"31000765001",1145864,NE,Secondary,N,Secondary,N
"31001090001",1145907,NE,Secondary,N,Secondary,N
"27000019001",1147911,MN,Secondary,Y,Secondary,Y
"27000158001",1148024,MN,Advanced,Y,Advanced,Y
"27000251001",1148105,MN,Secondary,N,Secondary,N
"27000360001",1148177,MN,Secondary,Y,Secondary,Y
"27009118001",1148455,MN,Secondary,N,Secondary,N
"27009302001",1148472,MN,Advanced,Y,Advanced,Y
"38000058001",1151311,ND,Secondary,N,Secondary,N
"38000140001",1151387,ND,Secondary,N,Secondary,N
"37001009001",1153154,NC,Advanced,Y,Advanced,Y
"48000017010",420616,TX,Secondary,Y,Secondary,Y
"40000797002",429744,OK,Secondary,N,Secondary,N
"48001310001",1183052,TX,Secondary,Y,Secondary,Y
"48002051001",1183135,TX,Secondary,Y,Secondary,Y
"48002063001",1183144,TX,Secondary,Y,Secondary,Y
"48004219001",1183472,TX,Secondary,Y,Secondary,Y
"48007140001",1183954,TX,Secondary,Y,Secondary,Y
"12000224003",3507040,FL,Advanced,Y,Advanced,Y
"56000009010",3509237,WY,Secondary,N,Secondary,N
"54001017003",3513078,WV,Secondary,Y,Secondary,Y
"27000226001",1148087,MN,Secondary,N,Secondary,N
"27000351001",1148172,MN,Advanced,N,,
"27009805001",1148579,MN,Secondary,N,Secondary,N
"38000009001",1151264,ND,Secondary,N,Secondary,N
"37000403001",1153103,NC,Advanced,Y,Advanced,Y
"37003505001",1153358,NC,Advanced,N,Advanced,N
"37005601001",1153488,NC,Advanced,Y,Advanced,Y
"17009015001",1232763,IL,Secondary,N,Secondary,N
"29003868001",1233287,MO,Advanced,Y,Advanced,Y
"29004000001",1233288,MO,Advanced,N,Advanced,N
"47000495001",1235042,TN,Secondary,Y,Secondary,Y
"05000453001",1237660,AR,Advanced,Y,Advanced,Y
"06003035001",1238813,CA,Secondary,N,Secondary,N
"24000143001",3058993,MD,Secondary,Y,Secondary,Y
"55009897001",1206987,WI,,,,
"24000055001",1214322,MD,Secondary,Y,Secondary,Y
"24000075001",1214388,MD,Advanced,Y,Advanced,Y
"24000080002",1214392,MD,Secondary,Y,Advanced,Y
"02000257001",1216412,AK,Secondary,N,Secondary,N
"36003020003",1220356,NY,Secondary,N,Secondary,N
"36004041001",1220743,NY,Secondary,Y,Secondary,Y
"36005061001",1220872,NY,Advanced,Y,Advanced,Y
"36006109001",1221022,NY,Advanced,Y,Advanced,Y
"48005052001",1227877,TX,Secondary,Y,Secondary,Y
"48007552001",1227929,TX,Secondary,Y,Secondary,Y
"55003810002",1229218,WI,Advanced,Y,Advanced,Y
"31001425002",1230221,NE,Secondary,N,Advanced,N
"20000207001",1230866,KS,Secondary,N,Secondary,N
"27000289001",1231505,MN,Secondary,N,Secondary,N
"27001516001",1231520,MN,Advanced,Y,Advanced,Y
"27005616001",1231546,MN,Secondary,N,Secondary,N
"17005322001",1232745,IL,Advanced,N,Advanced,N
"28000955001",1233748,MS,Advanced,N,Advanced,N
"18000041001",1234168,IN,Advanced,Y,Advanced,Y
"47001000001",1235063,TN,Advanced,Y,Advanced,Y
"51000092001",1235967,VA,Secondary,Y,Secondary,Y
"51000184007",1235979,VA,Secondary,Y,Secondary,Y
"40000079001",1236858,OK,Secondary,N,Secondary,N
"40000622001",1172791,OK,Secondary,N,Secondary,N
"40000651001",1172805,OK,Secondary,N,Secondary,N
"40000723001",1172839,OK,Secondary,N,Secondary,N
"06003042001",1175409,CA,Advanced,Y,Advanced,Y
"06004008010",1175469,CA,Secondary,Y,Secondary,Y
"06005023002",1175544,CA,Advanced,Y,Advanced,Y
"18001691001",1120250,IN,Advanced,Y,Advanced,Y
"18003170001",1120294,IN,Advanced,Y,Advanced,Y
"18004536001",1120375,IN,Secondary,Y,Secondary,Y
"18004854001",1120425,IN,Advanced,Y,Advanced,Y
"15000009004",1123289,HI,Secondary,N,Secondary,N
"19000494001",1123884,IA,Secondary,N,Secondary,N
"19000619001",1123997,IA,Secondary,N,Secondary,N
"19000910001",1124247,IA,Secondary,N,Advanced,Y
"16000018001",1128565,ID,Secondary,Y,Secondary,Y
"16000052001",1128597,ID,Secondary,N,Secondary,N
"20000133001",1130144,KS,Secondary,N,Secondary,N
"20000362001",1130226,KS,Secondary,N,Secondary,N
"20002001001",1130688,KS,Secondary,N,Secondary,N
"29001023500",1133292,MO,Secondary,N,Secondary,N
"29001056001",1133336,MO,Advanced,Y,Advanced,Y
"29001064001",1133345,MO,Advanced,N,Advanced,N
"29001114001",1133395,MO,Advanced,Y,Advanced,Y
"29001128001",1133408,MO,Advanced,Y,Advanced,Y
"29001203001",1133537,MO,Advanced,Y,Advanced,Y
"29001237037",1133603,MO,Advanced,Y,Advanced,Y
"29002273001",1133759,MO,Advanced,Y,Advanced,Y
"29004026001",1134051,MO,Advanced,Y,Advanced,Y
"29004055001",1134073,MO,Advanced,N,Advanced,N
"29004073001",1134089,MO,Advanced,Y,Advanced,Y
"21000161001",1139603,KY,Secondary,Y,Secondary,Y
"48003107001",3164109,TX,Secondary,Y,Secondary,Y
"48003269001",3202052,TX,Secondary,Y,Secondary,Y
"01000232001",1102063,AL,,,Secondary,Y
"01000353001",1102165,AL,Secondary,N,Secondary,Y
"02000119001",1104800,AK,Secondary,N,Secondary,N
"13000204003",1109227,GA,Advanced,Y,Advanced,Y
"13000278002",1109280,GA,Secondary,Y,Secondary,Y
"13000612001",1109422,GA,Advanced,Y,Advanced,Y
"17000295001",1113565,IL,Advanced,Y,Advanced,Y
"17001213001",1114059,IL,Secondary,N,Secondary,N
"17001708001",1114104,IL,Advanced,N,Advanced,N
"17001916001",1114120,IL,Secondary,N,Secondary,N
"17003511001",1114150,IL,Secondary,N,Secondary,N
"17005216001",1114209,IL,Advanced,N,Advanced,N
"08000500047",1067184,CO,,,Advanced,Y
"04000703001",1069374,AZ,Advanced,Y,Advanced,Y
"09000641003",1071843,CT,Advanced,N,Advanced,N
"09001220001",1071919,CT,Advanced,N,Advanced,N
"12000104004",1078250,FL,Advanced,Y,Advanced,Y
"39000277001",1080692,OH,Advanced,N,Advanced,N
"39002969028",1081078,OH,Advanced,Y,Advanced,Y
"39004650001",1081207,OH,Advanced,Y,Advanced,Y
"39006140001",1081432,OH,Advanced,N,Advanced,Y
"39009136001",1081703,OH,Advanced,Y,Advanced,Y
"26000065001",1088349,MI,Advanced,N,Advanced,N
"26000132001",1088375,MI,Secondary,N,Secondary,N
"26000159001",1088395,MI,Secondary,N,Secondary,N
"26002085001",1088756,MI,Advanced,N,Advanced,N
"26003079001",1088884,MI,Advanced,N,Advanced,N
"26003131001",1088918,MI,Secondary,N,Secondary,N
"26004011001",1089033,MI,Advanced,N,Advanced,N
"48000146001",1182829,TX,Secondary,Y,Secondary,Y
"48000150001",1182833,TX,Secondary,Y,Secondary,Y
"48001118001",1182919,TX,Secondary,Y,Secondary,Y
"48004006002",1183321,TX,Secondary,Y,Secondary,Y
"48004058001",1183375,TX,Secondary,Y,Secondary,Y
"48004093001",1183402,TX,Secondary,Y,Secondary,Y
"48005018002",1183580,TX,Secondary,Y,Secondary,Y
"48005025001",1183584,TX,Secondary,Y,,
"48005177001",1183663,TX,Secondary,Y,Secondary,Y
"48005265001",1183669,TX,Secondary,Y,Secondary,Y
"48007040003",1183860,TX,Secondary,Y,Secondary,Y
"48007087001",1183910,TX,Secondary,Y,Secondary,Y
"48008068002",1184410,TX,Secondary,Y,Secondary,Y
"51000225005",1192850,VA,Advanced,Y,Advanced,Y
"38000147001",1151393,ND,Secondary,N,Secondary,N
"38000152001",1151398,ND,Secondary,N,Secondary,N
"38000215001",1151456,ND,Secondary,N,Secondary,N
"38000310001",1151547,ND,Secondary,N,Secondary,N
"37004101002",1153399,NC,Advanced,Y,Advanced,Y
"37006608001",1153568,NC,Secondary,N,Secondary,N
"30000001001",1159077,MT,Secondary,N,Secondary,N
"30000202001",1159238,MT,Secondary,N,Secondary,N
"21000385001",1139775,KY,Secondary,Y,Secondary,Y
"18120000035",3525071,IN,Advanced,Y,Advanced,Y
"48008216001",3531636,TX,Secondary,Y,Secondary,Y
"04001904003",3539165,AZ,Advanced,Y,Advanced,Y
"35201200026",3540037,NM,Advanced,Y,Advanced,Y
"13000999031",3541216,GA,Secondary,N,Secondary,N
"21002017001",372674,KY,Secondary,Y,Secondary,Y
"17007502001",1114338,IL,Advanced,N,Advanced,N
"17008502001",1114390,IL,Secondary,Y,Secondary,Y
"17009603001",1114433,IL,Secondary,N,Secondary,N
"18001010001",1120242,IN,Advanced,Y,Advanced,Y
"19000077001",1123517,IA,Secondary,N,Secondary,N
"19000173001",1123596,IA,Secondary,N,Secondary,N
"19000183001",1123606,IA,Advanced,Y,Advanced,Y
"19000581001",1123962,IA,Secondary,N,Advanced,Y
"19000661001",1124033,IA,Secondary,N,Secondary,N
"24000092001",1214423,MD,Secondary,Y,Advanced,Y
"02000377001",1216472,AK,Primary,N,Primary,N
"36001015002",1220263,NY,Advanced,N,Advanced,N
"36003144001",1220592,NY,Secondary,N,Secondary,N
"36003169004",1220633,NY,Secondary,Y,Advanced,Y
"36004020001",1220714,NY,Advanced,Y,Advanced,Y
"36004047001",1220746,NY,Advanced,Y,Advanced,Y
"36005017001",1220832,NY,Secondary,N,Secondary,N
"42001042001",1227183,PA,Advanced,N,Advanced,N
"48004070001",1227842,TX,Secondary,Y,Secondary,Y
"48005066001",1227881,TX,Secondary,Y,Secondary,Y
"48007034001",1227909,TX,Secondary,Y,Secondary,Y
"55004580001",1229239,WI,Advanced,Y,Advanced,Y
"36006128001",1232150,NY,Secondary,N,Advanced,Y
"47001315001",1235076,TN,Advanced,Y,Advanced,Y
"53000776002",1238903,WA,Secondary,Y,Advanced,Y
"55000770001",1206114,WI,Secondary,N,Secondary,N
"55002360001",1206310,WI,Advanced,Y,Advanced,Y
"55003340001",1206476,WI,Secondary,Y,Advanced,Y
"36003117001",1220557,NY,Advanced,Y,Advanced,Y
"36005025001",1220841,NY,Secondary,Y,Secondary,Y
"36005045001",1220859,NY,Secondary,N,Secondary,N
"36009058001",1221377,NY,Advanced,Y,Advanced,Y
"48005022004",1227873,TX,Secondary,Y,Secondary,Y
"55005050001",1229249,WI,Advanced,Y,Advanced,Y
"31000675001",1230195,NE,Secondary,N,Secondary,N
"31001355001",1230219,NE,Secondary,N,Secondary,N
"31002219001",1230258,NE,Secondary,N,Secondary,N
"31002320001",1230261,NE,Secondary,N,Secondary,N
"27000036001",1231485,MN,Advanced,Y,Advanced,Y
"19000301001",1234654,IA,Advanced,N,Advanced,N
"27044000119",425281,MN,Secondary,N,Secondary,N
"39000395001",433267,OH,Secondary,N,Secondary,N
"41000089001",1164346,OR,Secondary,N,Secondary,N
"41000133001",1164381,OR,Secondary,Y,Secondary,Y
"41000256001",1164468,OR,Secondary,Y,Secondary,Y
"47000250001",1166008,TN,Secondary,Y,Secondary,Y
"47000450001",1166045,TN,Advanced,Y,Advanced,Y
"47001285001",1166193,TN,Secondary,Y,Secondary,Y
"47008201001",1166277,TN,Advanced,Y,Advanced,Y
"22000175001",1168181,LA,Secondary,Y,Secondary,Y
"22003089001",1168350,LA,Secondary,Y,Secondary,Y
"22003382001",1168554,LA,Secondary,N,Secondary,Y
"22009079017",1168680,LA,Secondary,Y,Secondary,Y
"40000768001",1172858,OK,Secondary,N,Secondary,N
"08000362001",1067142,CO,Advanced,Y,Advanced,Y
"04002502001",1069621,AZ,Advanced,Y,Advanced,Y
"12000178001",1078344,FL,Advanced,Y,Advanced,Y
"39000394001",1080807,OH,Secondary,Y,Secondary,Y
"39009191002",1081723,OH,Advanced,Y,Advanced,Y
"26000055001",1088343,MI,Advanced,N,Advanced,N
"26000139001",1088380,MI,Secondary,N,Secondary,N
"26000475001",1088536,MI,Secondary,N,Secondary,N
"26002141001",1088799,MI,Secondary,N,Secondary,N
"51001400030",1193048,VA,Secondary,Y,Secondary,Y
"56000064001",1194821,WY,Secondary,N,Secondary,N
"42000053001",1195391,PA,Advanced,N,Advanced,N
"42001057001",1195555,PA,Advanced,N,Advanced,N
"42003116001",1196092,PA,Advanced,N,Advanced,N
"42004116001",1196341,PA,Secondary,N,Secondary,N
"42005008004",1196460,PA,Advanced,N,Advanced,N
"55000021001",1206014,WI,Secondary,Y,Secondary,Y
"55001700002",1206241,WI,Advanced,N,Advanced,N
"55003820001",1206551,WI,Advanced,Y,Advanced,Y
"55004360001",1206627,WI,Secondary,Y,Secondary,Y
"36008227001",2825582,NY,Secondary,N,Secondary,N
"26003214001",2905242,MI,Secondary,N,Secondary,N
"28000260002",1160243,MS,Secondary,Y,Secondary,Y
"41000055002",1164318,OR,Advanced,Y,Advanced,Y
"41000111001",1164364,OR,Secondary,Y,Advanced,Y
"47000315001",1166021,TN,Secondary,Y,Secondary,Y
"47000415001",1166040,TN,Advanced,Y,Advanced,Y
"47001225001",1166183,TN,Secondary,Y,Secondary,Y
"22000010001",1168165,LA,Advanced,Y,NA,N
"22003104001",1168364,LA,Advanced,Y,Advanced,Y
"49000338001",1170660,UT,,,,
"40000123014",1172542,OK,Advanced,Y,Advanced,Y
"48000128002",492642,TX,Secondary,Y,Secondary,Y
"06005004001",1238814,CA,Advanced,Y,Advanced,Y
"25000057001",1092360,MA,Advanced,Y,Advanced,Y
"25000262002",1092544,MA,Secondary,Y,Secondary,Y
"54000504001",1094735,WV,Secondary,Y,Secondary,Y
"54002203001",1094947,WV,Secondary,Y,Secondary,Y
"54003103001",1095087,WV,Secondary,N,Secondary,N
"01000054004",1101888,AL,Secondary,Y,Secondary,Y
"05000669001",1105467,AR,Secondary,Y,Secondary,Y
"13000016001",1108958,GA,Advanced,Y,Advanced,Y
"55000240001",1206055,WI,Advanced,Y,Advanced,Y
"55002650001",1206368,WI,Advanced,Y,Advanced,Y
"55003930001",1206564,WI,Secondary,Y,Secondary,Y
"55004400001",1206631,WI,Advanced,Y,Advanced,Y
"55009402001",1206855,WI,Advanced,Y,Advanced,Y
"55009462001",1206859,WI,Advanced,N,,
"24000003008",1214138,MD,Advanced,Y,Advanced,Y
"24000022001",1214233,MD,Advanced,Y,Advanced,Y
"24000043001",1214286,MD,Advanced,Y,Advanced,Y
"36001015001",1220262,NY,Secondary,N,Secondary,Y
"36001015010",1220270,NY,Secondary,N,Advanced,N
"32000200912",3522931,NV,Secondary,Y,Secondary,Y
"18120000026",3525062,IN,Advanced,Y,Advanced,Y
"08201200046",3529176,CO,Secondary,Y,Secondary,Y
"48005005002",3533816,TX,Secondary,Y,Secondary,Y
"13000999013",3536516,GA,Advanced,Y,Advanced,Y
"40000195001",1172579,OK,Secondary,N,Secondary,N
"40000481001",1172717,OK,Secondary,N,Secondary,N
"40000789001",1172870,OK,Secondary,N,Secondary,N
"06002060007",1175319,CA,Secondary,Y,Secondary,Y
"06005012001",1175534,CA,Secondary,N,Secondary,N
"06005077001",1175595,CA,Advanced,Y,Advanced,Y
"06005105001",1175637,CA,Advanced,Y,Advanced,Y
"08209000037",3500189,CO,Advanced,N,Advanced,N
"12000266001",2805199,FL,Advanced,Y,Advanced,Y
"22001460002",3065928,LA,Advanced,Y,Advanced,Y
"39000061002",3383233,OH,Advanced,N,Advanced,N
"54000208012",3385433,WV,Secondary,N,Secondary,N
"08000124101",3419035,CO,Secondary,N,Secondary,N
"50000061001",1094111,VT,Advanced,Y,Advanced,Y
"54001207001",1094799,WV,Secondary,Y,Secondary,Y
"36003022001",1220376,NY,Advanced,Y,Advanced,Y
"36004015001",1220707,NY,Advanced,Y,Advanced,Y
"36004031001",1220725,NY,Secondary,Y,Secondary,Y
"36007044001",1221078,NY,Advanced,Y,Advanced,Y
"36009034001",1221357,NY,Secondary,N,Secondary,Y
"48003117001",1227825,TX,Secondary,Y,Secondary,Y
"48005014001",1227869,TX,Secondary,Y,Secondary,Y
"30300290001",426464,MT,Secondary,N,Secondary,N
"35000010001",1145012,NM,Secondary,N,Secondary,N
